instance_id,order,class_index,presentation_seed,hidden_rows,seed_rows,seed_digest,target_digest,block_size,policy,tie_repetition,tie_seed,max_nodes,max_seconds,solved,termination,elapsed_seconds,nodes,backtracks,dead_ends,candidate_evaluations,exact_prunes,symmetry_prunes,completed_rows,scoring_calls,scoring_seconds,solution_digest,verification_passed
d16-c0-h4-s21864830,16,0,21864830,4,12,e1e6474b61ad373f5036bf07e60ff5f4726cab31c7cb18404a486d1ff286b7ee,9cc1b225f49851fe802c25a1a5e87b565a2c98747311010000dab53f64c02568,8,lexicographic,1,60125688,300000,30.0,True,solved,0.6190691000083461,191,183,183,24960,23986,315,4,0,0.0,4269b306a48da0d7da7624c9feeb5715b9a758d4960c836c5ef5876ab2950707,True
d16-c0-h4-s21864830,16,0,21864830,4,12,e1e6474b61ad373f5036bf07e60ff5f4726cab31c7cb18404a486d1ff286b7ee,9cc1b225f49851fe802c25a1a5e87b565a2c98747311010000dab53f64c02568,8,all_pair_lexicographic,2,70125707,300000,30.0,True,solved,3.2985990999732167,845,837,837,109952,106547,1915,14,28,0.028926099999807775,4269b306a48da0d7da7624c9feeb5715b9a758d4960c836c5ef5876ab2950707,True
d16-c0-h4-s21864830,16,0,21864830,4,12,e1e6474b61ad373f5036bf07e60ff5f4726cab31c7cb18404a486d1ff286b7ee,9cc1b225f49851fe802c25a1a5e87b565a2c98747311010000dab53f64c02568,8,all_pair_product,2,70125707,300000,30.0,True,solved,3.2155748000368476,845,837,837,109952,106547,1915,14,28,0.021354200085625052,4269b306a48da0d7da7624c9feeb5715b9a758d4960c836c5ef5876ab2950707,True
d16-c0-h4-s21864830,16,0,21864830,4,12,e1e6474b61ad373f5036bf07e60ff5f4726cab31c7cb18404a486d1ff286b7ee,9cc1b225f49851fe802c25a1a5e87b565a2c98747311010000dab53f64c02568,8,lexicographic,2,70125707,300000,30.0,True,solved,0.6470149999950081,191,183,183,24960,23986,315,4,0,0.0,4269b306a48da0d7da7624c9feeb5715b9a758d4960c836c5ef5876ab2950707,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_lexicographic,0,50125655,300000,30.0,True,solved,2.497619800036773,584,576,576,76544,73139,2174,14,28,0.028546800022013485,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_product,0,50125655,300000,30.0,True,solved,2.6895625999895856,584,576,576,76544,73139,2174,14,28,0.02111000008881092,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,lexicographic,0,50125655,300000,30.0,True,solved,0.9486639999086037,205,197,197,26752,25778,310,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_lexicographic,1,60125674,300000,30.0,True,solved,2.486957099987194,584,576,576,76544,73139,2174,14,28,0.028137399815022945,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_product,1,60125674,300000,30.0,True,solved,2.3530775000108406,584,576,576,76544,73139,2174,14,28,0.022912099841050804,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,lexicographic,1,60125674,300000,30.0,True,solved,0.7968301000073552,205,197,197,26752,25778,310,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_lexicographic,2,70125693,300000,30.0,True,solved,2.303920100093819,584,576,576,76544,73139,2174,14,28,0.029003200004808605,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_product,2,70125693,300000,30.0,True,solved,2.373263799934648,584,576,576,76544,73139,2174,14,28,0.019286199938505888,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,lexicographic,2,70125693,300000,30.0,True,solved,0.8119992000283673,205,197,197,26752,25778,310,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,all_pair_lexicographic,0,50125660,300000,30.0,True,solved,0.36446269997395575,89,81,81,12160,10701,846,6,12,0.01109859999269247,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,all_pair_product,0,50125660,300000,30.0,True,solved,0.37465919996611774,89,81,81,12160,10701,846,6,12,0.010726100183092058,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
d16-c1-h4-s21864821,16,1,21864821,4,12,6d7c4c86970ff17df6ea8e5664189e903e554043b2489990e44f6d3542bba488,2de2b98fd49543c5dce56b54c7dc3c9d436192a068285063ed012cf4090e77c9,8,lexicographic,0,50125660,300000,30.0,True,solved,0.7659229999408126,222,214,214,28928,27954,432,4,0,0.0,67c3cd58bfc9322644d06660d8f5bf208273d3de035068dad1fac71b5a15d4e3,True
