order,hidden_rows,block_size,policy,runs,solved_runs,solve_rate,median_nodes_solved,mean_nodes_solved,median_backtracks_solved,median_seconds_solved,mean_seconds_solved,median_scoring_fraction_solved
12,10,8,all_pair_lexicographic,15,15,1.0,1385.0,1038.6,1365.0,1.0830420999554917,0.8622077599866316,0.022889939284014078
12,10,8,all_pair_product,15,3,0.2,23056.0,21627.0,23036.0,16.42715899995528,14.351649233295271,0.01729553836689191
12,10,8,balance_only,15,2,0.13333333333333333,1090.0,1090.0,1070.0,0.896681499958504,0.896681499958504,0.006998706088433818
12,10,8,lexicographic,15,15,1.0,74.0,95.6,54.0,0.06312140007503331,0.06413474003008256,0.0
12,10,8,minimum_max_pressure,15,1,0.06666666666666667,2509.0,2509.0,2489.0,1.9404259000439197,1.9404259000439197,0.003593489754817667
12,10,8,random_order,15,1,0.06666666666666667,25033.0,25033.0,25013.0,17.432217100053094,17.432217100053094,0.0031548371476323054
