instance_id,block_size,tie_repetition,order,hidden_rows,guided_policy,baseline,guided_nodes,baseline_nodes,node_ratio_guided_over_baseline,node_reduction_fraction,guided_seconds,baseline_seconds,time_ratio_guided_over_baseline,time_reduction_fraction
d16-c0-h4-s21864815,2,0,16,4,all_pair_product,lexicographic,982,545,1.801834862385321,-0.8018348623853211,0.14124260004609823,0.0644548999844119,2.1913399924638326,-1.1913399924638326
d16-c0-h4-s21864815,2,0,16,4,all_pair_product,random_order,982,1613,0.6088034717916925,0.3911965282083075,0.14124260004609823,0.16665199992712587,0.8475301833032982,0.1524698166967018
d16-c0-h4-s21864815,2,0,16,4,all_pair_product,balance_only,982,1413,0.6949752300070772,0.30502476999292283,0.14124260004609823,0.16757340007461607,0.8428700496809552,0.15712995031904475
d16-c0-h4-s21864815,2,0,16,4,all_pair_product,minimum_max_pressure,982,1768,0.5554298642533937,0.4445701357466063,0.14124260004609823,0.1808154999744147,0.7811421037802843,0.21885789621971574
d16-c0-h4-s21864815,2,1,16,4,all_pair_product,lexicographic,982,545,1.801834862385321,-0.8018348623853211,0.09892949997447431,0.06767670006956905,1.4617955643933374,-0.46179556439333735
d16-c0-h4-s21864815,2,1,16,4,all_pair_product,random_order,982,1027,0.9561830574488802,0.043816942551119786,0.09892949997447431,0.1185768999857828,0.8343066818776322,0.16569331812236776
d16-c0-h4-s21864815,2,1,16,4,all_pair_product,balance_only,982,1538,0.6384915474642393,0.3615084525357607,0.09892949997447431,0.14934520004317164,0.6624216911281814,0.3375783088718186
d16-c0-h4-s21864815,2,1,16,4,all_pair_product,minimum_max_pressure,982,1113,0.8823000898472596,0.1176999101527404,0.09892949997447431,0.11177550000138581,0.8850732045327265,0.11492679546727347
d16-c0-h4-s21864815,2,2,16,4,all_pair_product,lexicographic,890,545,1.6330275229357798,-0.6330275229357798,0.12396170001011342,0.07754399999976158,1.5985982153421872,-0.5985982153421872
d16-c0-h4-s21864815,2,2,16,4,all_pair_product,random_order,890,772,1.1528497409326426,-0.15284974093264259,0.12396170001011342,0.08018579997587949,1.5459308262485634,-0.5459308262485634
d16-c0-h4-s21864815,2,2,16,4,all_pair_product,balance_only,890,1347,0.6607275426874536,0.3392724573125464,0.12396170001011342,0.169045599992387,0.73330332180013,0.26669667819987
d16-c0-h4-s21864815,2,2,16,4,all_pair_product,minimum_max_pressure,890,962,0.9251559251559252,0.07484407484407485,0.12396170001011342,0.12353649991564453,1.0034418985057796,-0.0034418985057795837
d16-c0-h4-s21864815,4,0,16,4,all_pair_product,lexicographic,348,256,1.359375,-0.359375,0.13981870003044605,0.09744110004976392,1.4349047779534465,-0.4349047779534465
d16-c0-h4-s21864815,4,0,16,4,all_pair_product,random_order,348,837,0.4157706093189964,0.5842293906810037,0.13981870003044605,0.3233768999343738,0.4323707106438985,0.5676292893561015
d16-c0-h4-s21864815,4,0,16,4,all_pair_product,balance_only,348,437,0.7963386727688787,0.2036613272311213,0.13981870003044605,0.1296670000301674,1.0782905442241806,-0.07829054422418058
d16-c0-h4-s21864815,4,0,16,4,all_pair_product,minimum_max_pressure,348,897,0.3879598662207358,0.6120401337792643,0.13981870003044605,0.3107046999502927,0.45000510147678674,0.5499948985232133
d16-c0-h4-s21864815,4,1,16,4,all_pair_product,lexicographic,304,256,1.1875,-0.1875,0.09330850001424551,0.07517940003890544,1.241144515199087,-0.24114451519908697
d16-c0-h4-s21864815,4,1,16,4,all_pair_product,random_order,304,233,1.3047210300429184,-0.3047210300429184,0.09330850001424551,0.07744799996726215,1.2047890204225766,-0.20478902042257663
d16-c0-h4-s21864815,4,1,16,4,all_pair_product,balance_only,304,137,2.218978102189781,-1.218978102189781,0.09330850001424551,0.04885779996402562,1.9097974137793616,-0.9097974137793616
