repetition,seed,order,variant,traversal,region,train_matrices,test_matrices,gain_over_fair,context_length,alpha,reset_at_row_boundary,exclude_first_row,exclude_first_column,train_observations,test_observations,contexts_seen,test_unseen_context_rate,train_log_loss,test_log_loss,test_fair_log_loss,test_marginal_log_loss,train_accuracy,test_accuracy,train_mle_log_loss,train_epsilon_max,train_epsilon_avg,test_epsilon_max,test_epsilon_avg,fair_log_loss_constant
0,20260814,24,catalog,rows,all,48,12,0.2677994621984264,12,0.5,True,False,False,13824,3456,1856,0.04832175925925926,0.337863925500423,0.4253477183615189,0.6931471805599453,0.6931471805599453,0.845703125,0.7858796296296297,0.30234834884475154,0.5,0.345703125,0.5,0.37181712962962965,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.0,1,0.5,True,False,False,26496,6624,2,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.0009633692616110023,2,0.5,True,False,False,25344,6336,4,0.0,0.691492621463545,0.6921838112983342,0.6931471805599452,0.6931471805599452,0.5287247474747475,0.5227272727272727,0.6914926214217989,0.030092592592592615,0.028724747474747465,0.023809523809523836,0.02272727272727273,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.027479989800317295,3,0.5,True,False,False,24192,6048,8,0.0,0.6666100818470277,0.6656671907596281,0.6931471805599454,0.6931471805599454,0.6078042328042328,0.6111111111111112,0.6666100788160808,0.15839808726838012,0.1078042328042328,0.16062801932367154,0.1111111111111111,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.053705900997313316,4,0.5,True,False,False,23040,5760,16,0.0,0.6432102866450106,0.639441279562632,0.6931471805599453,0.6931471805599453,0.6230034722222222,0.6260416666666667,0.643210250972581,0.27905308464849354,0.12300347222222222,0.2927063339731286,0.1293402777777778,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.09913944011508202,5,0.5,True,False,False,21888,5472,32,0.0,0.6102439365031963,0.5940077404448634,0.6931471805599454,0.6931471805599454,0.6643366228070176,0.6812865497076024,0.610243567691714,0.37962962962962965,0.16433662280701755,0.38888888888888884,0.18859649122807018,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.10468685662285704,6,0.5,True,False,False,20736,5184,64,0.0,0.6041548113724647,0.5884603239370882,0.6931471805599453,0.6931471805599453,0.6587577160493827,0.6772762345679012,0.6041449095785725,0.4777777777777778,0.1587577160493827,0.5,0.18422067901234568,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.1597048223094989,7,0.5,True,False,False,19584,4896,128,0.0,0.5431841831041984,0.5334423582504464,0.6931471805599453,0.6931471805599453,0.7133374183006536,0.721609477124183,0.5430726359350665,0.5,0.2133374183006536,0.5,0.23386437908496732,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.18543996688623232,8,0.5,True,False,False,18432,4608,252,0.0,0.5127633992379871,0.507707213673713,0.6931471805599453,0.6931471805599453,0.7318793402777778,0.7398003472222222,0.5121303348959001,0.5,0.2318793402777778,0.5,0.2552083333333333,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.22780346446797006,9,0.5,True,False,False,17280,4320,481,0.0,0.46727827504502334,0.4653437160919752,0.6931471805599453,0.6931471805599453,0.767824074074074,0.7722222222222223,0.46443695407915375,0.5,0.26782407407407405,0.5,0.29791666666666666,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.2444008871016169,10,0.5,True,False,False,16128,4032,848,0.0,0.43450474846483683,0.4487462934583285,0.6931471805599454,0.6931471805599454,0.7872643849206349,0.7777777777777778,0.4262886151286692,0.5,0.28726438492063494,0.5,0.31374007936507936,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.2988681004429683,11,0.5,True,False,False,14976,3744,1364,0.002403846153846154,0.36515172723419637,0.3942790801169769,0.6931471805599452,0.6931471805599452,0.8323985042735043,0.8181089743589743,0.34538941195268086,0.5,0.33239850427350426,0.5,0.359508547008547,0.6931471805599453
0,20260814,24,catalog,columns,all,48,12,0.30187002349592634,12,0.5,True,False,False,13824,3456,1957,0.01070601851851852,0.3363135771331659,0.39127715706401894,0.6931471805599453,0.6931471805599453,0.849609375,0.8127893518518519,0.29988011254267705,0.5,0.349609375,0.5,0.375,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.0,1,0.5,True,False,False,26496,6624,2,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.002214023638063556,2,0.5,True,False,False,25344,6336,4,0.0,0.6914004086691707,0.6909331569218816,0.6931471805599452,0.6931471805599452,0.5295138888888888,0.5334595959595959,0.6914004086250914,0.030919312169312207,0.029513888888888885,0.03505291005291006,0.03345959595959595,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.03150260160215135,3,0.5,True,False,False,24192,6048,8,0.0,0.6555590225043235,0.661644578957794,0.6931471805599454,0.6931471805599454,0.6307870370370371,0.6203703703703703,0.6555590180983873,0.17910447761194026,0.13078703703703703,0.1635262449528937,0.12037037037037036,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.04538789069951976,4,0.5,True,False,False,23040,5760,16,0.0,0.6424813878131066,0.6477592898604255,0.6931471805599453,0.6931471805599453,0.6275173611111111,0.6220486111111111,0.642481347206416,0.2673684210526316,0.12751736111111112,0.2552182163187856,0.12274305555555555,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.09242591213566365,5,0.5,True,False,False,21888,5472,32,0.0,0.6050189699568701,0.6007212684242818,0.6931471805599454,0.6931471805599454,0.6725603070175439,0.6728801169590644,0.6050186048842737,0.383587786259542,0.17256030701754385,0.3984375,0.17507309941520469,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.09590732945348446,6,0.5,True,False,False,20736,5184,64,0.0,0.600138925341125,0.5972398511064608,0.6931471805599453,0.6931471805599453,0.6668113425925926,0.6703317901234568,0.6001284356179976,0.47435897435897434,0.1668113425925926,0.5,0.17496141975308643,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.15096350983249096,7,0.5,True,False,False,19584,4896,128,0.0,0.5340665035321893,0.5421836707274543,0.6931471805599453,0.6931471805599453,0.7235498366013072,0.7212009803921569,0.5339124699963661,0.5,0.2235498366013072,0.5,0.23223039215686275,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.16612358210945177,8,0.5,True,False,False,18432,4608,250,0.00021701388888888888,0.5114035170760594,0.5270235984504935,0.6931471805599453,0.6931471805599453,0.7372504340277778,0.734375,0.510672393471591,0.5,0.2372504340277778,0.5,0.2521701388888889,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.20766822043484223,9,0.5,True,False,False,17280,4320,474,0.002777777777777778,0.466148773781889,0.48547896012510305,0.6931471805599453,0.6931471805599453,0.7712962962962963,0.7597222222222222,0.4632090070993671,0.5,0.2712962962962963,0.5,0.293287037037037,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.22599526399362313,10,0.5,True,False,False,16128,4032,825,0.011408730158730158,0.4325319051286002,0.46715191656632227,0.6931471805599454,0.6931471805599454,0.7882564484126984,0.7748015873015873,0.4240558061288377,0.5,0.28825644841269843,0.5,0.31746031746031744,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.2681626603222611,11,0.5,True,False,False,14976,3744,1312,0.026709401709401708,0.36008251454923484,0.42498452023768407,0.6931471805599452,0.6931471805599452,0.8322649572649573,0.7986111111111112,0.3402769712092952,0.5,0.33226495726495725,0.5,0.3581730769230769,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,rows,all,48,12,0.2677994621984264,12,0.5,True,False,False,13824,3456,1856,0.04832175925925926,0.337863925500423,0.4253477183615189,0.6931471805599453,0.6931471805599453,0.845703125,0.7858796296296297,0.30234834884475154,0.5,0.345703125,0.5,0.37181712962962965,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.0,1,0.5,True,False,False,26496,6624,2,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.0003981471469430842,2,0.5,True,False,False,25344,6336,4,0.0,0.6920971856497877,0.6927490334130021,0.6931471805599452,0.6931471805599452,0.522885101010101,0.5157828282828283,0.6920971856233227,0.023974867724867732,0.022885101010101012,0.016534391534391513,0.015782828282828266,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.0032166505480735186,3,0.5,True,False,False,24192,6048,8,0.0,0.6885343996128739,0.6899305300118719,0.6931471805599454,0.6931471805599454,0.5381944444444444,0.5322420634920635,0.6885343991048698,0.08771929824561409,0.038194444444444454,0.07687576875768753,0.03306878306878306,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.01171895038700943,4,0.5,True,False,False,23040,5760,16,0.0,0.6821510218362667,0.6814282301729359,0.6931471805599453,0.6931471805599453,0.5552951388888889,0.5569444444444445,0.682151016902674,0.1994063680518079,0.0552951388888889,0.21748878923766812,0.05711805555555553,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.021020222708992287,5,0.5,True,False,False,21888,5472,32,0.0,0.6727797879483818,0.6721269578509531,0.6931471805599454,0.6931471805599454,0.5656067251461988,0.5679824561403509,0.6727797525483946,0.3318440292445166,0.06560672514619884,0.3547854785478548,0.07766812865497076,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.027339798181863384,6,0.5,True,False,False,20736,5184,64,0.0,0.6639716277763644,0.6658073823780819,0.6931471805599453,0.6931471805599453,0.5737847222222222,0.5721450617283951,0.6639714111078122,0.4198355601233299,0.07378472222222222,0.434156378600823,0.08912037037037036,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.031485056243999554,7,0.5,True,False,False,19584,4896,128,0.0,0.6553208170976312,0.6616621243159457,0.6931471805599453,0.6931471805599453,0.5829248366013072,0.5725081699346405,0.6553193262073942,0.4715976331360947,0.08292483660130719,0.4719626168224299,0.10886437908496732,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.03061995081854485,8,0.5,True,False,False,18432,4608,256,0.0,0.6453487137225742,0.6625272297414004,0.6931471805599453,0.6931471805599453,0.5946723090277778,0.5740017361111112,0.6453356650239142,0.4935316946959897,0.09467230902777778,0.5,0.12413194444444445,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.029224448201689457,9,0.5,True,False,False,17280,4320,512,0.0,0.6333839620159094,0.6639227323582558,0.6931471805599453,0.6931471805599453,0.6131944444444445,0.5650462962962963,0.633103076570806,0.5,0.11319444444444444,0.5,0.16666666666666666,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,0.02215338164483105,10,0.5,True,False,False,16128,4032,1016,0.000992063492063492,0.616222469297292,0.6709937989151143,0.6931471805599454,0.6931471805599454,0.6351686507936508,0.5667162698412699,0.6147786409759772,0.5,0.13516865079365079,0.5,0.22023809523809523,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,-0.003908659350533195,11,0.5,True,False,False,14976,3744,1981,0.004807692307692308,0.5769512620543475,0.6970558399104784,0.6931471805599452,0.6931471805599452,0.6766159188034188,0.5683760683760684,0.5691490759760625,0.5,0.17661591880341881,0.5,0.27857905982905984,0.6931471805599453
0,20260814,24,permute_rows_fixed_anchor,columns,all,48,12,-0.043178217631240745,12,0.5,True,False,False,13824,3456,3627,0.041087962962962965,0.5115341458798253,0.736325398191186,0.6931471805599453,0.6931471805599453,0.7303964120370371,0.5442708333333334,0.47710519448502425,0.5,0.23039641203703703,0.5,0.3527199074074074,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.0,1,0.5,True,False,False,26496,6624,2,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.0010314863721996304,2,0.5,True,False,False,25344,6336,4,0.0,0.6922370613163391,0.6921156941877455,0.6931471805599452,0.6931471805599452,0.5213068181818182,0.5227272727272727,0.6922370612934051,0.022321428571428603,0.021306818181818173,0.023809523809523836,0.02272727272727273,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.003608260014969722,3,0.5,True,False,False,24192,6048,8,0.0,0.689192855804934,0.6895389205449757,0.6931471805599454,0.6931471805599454,0.535135582010582,0.5357142857142857,0.689192855378154,0.0817686250757117,0.03513558201058203,0.07729468599033817,0.03571428571428571,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.009707274004176925,4,0.5,True,False,False,23040,5760,16,0.0,0.6821233415587149,0.6834399065557684,0.6931471805599453,0.6931471805599453,0.5525173611111112,0.5527777777777778,0.6821233366139557,0.20146818923327892,0.05251736111111111,0.19450549450549448,0.053472222222222233,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.01941606028458298,5,0.5,True,False,False,21888,5472,32,0.0,0.6727017125292487,0.6737311202753624,0.6931471805599454,0.6931471805599454,0.5651955409356725,0.5623172514619883,0.6727016764909052,0.3348250610252238,0.06519554093567251,0.3344370860927153,0.06944444444444445,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.026331280701811566,6,0.5,True,False,False,20736,5184,64,0.0,0.6631999685208434,0.6668158998581337,0.6931471805599453,0.6931471805599453,0.5743634259259259,0.5646219135802469,0.6631997355448157,0.42805755395683454,0.07436342592592593,0.42500000000000004,0.08179012345679013,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.032306113560185645,7,0.5,True,False,False,19584,4896,128,0.0,0.6561429087426032,0.6608410669997596,0.6931471805599453,0.6931471805599453,0.5833843954248366,0.5678104575163399,0.6561413927179981,0.4671746776084408,0.0833843954248366,0.47619047619047616,0.09640522875816994,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.03265104773193417,8,0.5,True,False,False,18432,4608,256,0.0,0.646254612934378,0.6604961328280111,0.6931471805599453,0.6931471805599453,0.59619140625,0.5694444444444444,0.6462418224889223,0.49099099099099097,0.09619140625,0.5,0.12608506944444445,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.027469016624127707,9,0.5,True,False,False,17280,4320,512,0.0,0.6360392220850399,0.6656781639358176,0.6931471805599453,0.6931471805599453,0.6119791666666666,0.5738425925925926,0.6358867986958225,0.5,0.11197916666666667,0.5,0.16412037037037036,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,0.008356005210066075,10,0.5,True,False,False,16128,4032,1021,0.000248015873015873,0.6142079555306745,0.6847911753498793,0.6931471805599454,0.6931471805599454,0.6393849206349206,0.5535714285714286,0.6128301278183931,0.5,0.13938492063492064,0.5,0.21279761904761904,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,-0.02112954074469242,11,0.5,True,False,False,14976,3744,1993,0.004273504273504274,0.5750720066877012,0.7142767213046376,0.6931471805599452,0.6931471805599452,0.6778178418803419,0.5424679487179487,0.5668452072989396,0.5,0.1778178418803419,0.5,0.28525641025641024,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,rows,all,48,12,-0.05775814431889037,12,0.5,True,False,False,13824,3456,3645,0.047453703703703706,0.5115697254790198,0.7509053248788357,0.6931471805599453,0.6931471805599453,0.7309027777777778,0.5358796296296297,0.47682483463973635,0.5,0.2309027777777778,0.5,0.36400462962962965,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.0,1,0.5,True,False,False,26496,6624,2,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.0009633692616110023,2,0.5,True,False,False,25344,6336,4,0.0,0.6914926214635448,0.6921838112983342,0.6931471805599452,0.6931471805599452,0.5287247474747475,0.5227272727272727,0.6914926214217989,0.030092592592592615,0.028724747474747465,0.023809523809523836,0.02272727272727273,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.027479989800317295,3,0.5,True,False,False,24192,6048,8,0.0,0.6666100818470277,0.6656671907596281,0.6931471805599454,0.6931471805599454,0.6078042328042328,0.6111111111111112,0.6666100788160808,0.15839808726838012,0.1078042328042328,0.16062801932367154,0.1111111111111111,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.05370590099731343,4,0.5,True,False,False,23040,5760,16,0.0,0.6432102866450106,0.6394412795626319,0.6931471805599453,0.6931471805599453,0.6230034722222222,0.6260416666666667,0.643210250972581,0.27905308464849354,0.12300347222222222,0.2927063339731286,0.1293402777777778,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.09913944011508202,5,0.5,True,False,False,21888,5472,32,0.0,0.6102439365031963,0.5940077404448634,0.6931471805599454,0.6931471805599454,0.6643366228070176,0.6812865497076024,0.610243567691714,0.37962962962962965,0.16433662280701755,0.38888888888888884,0.18859649122807018,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.10468685662285704,6,0.5,True,False,False,20736,5184,64,0.0,0.6041548113724646,0.5884603239370882,0.6931471805599453,0.6931471805599453,0.6587577160493827,0.6772762345679012,0.6041449095785725,0.4777777777777778,0.1587577160493827,0.5,0.18422067901234568,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.1597048223094989,7,0.5,True,False,False,19584,4896,128,0.0,0.5431841831041984,0.5334423582504464,0.6931471805599453,0.6931471805599453,0.7133374183006536,0.721609477124183,0.5430726359350665,0.5,0.2133374183006536,0.5,0.23386437908496732,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.18543996688623243,8,0.5,True,False,False,18432,4608,252,0.0,0.512763399237987,0.5077072136737129,0.6931471805599453,0.6931471805599453,0.7318793402777778,0.7398003472222222,0.5121303348959001,0.5,0.2318793402777778,0.5,0.2552083333333333,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.22780346446797,9,0.5,True,False,False,17280,4320,481,0.0,0.4672782750450234,0.4653437160919753,0.6931471805599453,0.6931471805599453,0.767824074074074,0.7722222222222223,0.46443695407915375,0.5,0.26782407407407405,0.5,0.29791666666666666,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.2444008871016169,10,0.5,True,False,False,16128,4032,848,0.0,0.43450474846483683,0.4487462934583285,0.6931471805599454,0.6931471805599454,0.7872643849206349,0.7777777777777778,0.4262886151286692,0.5,0.28726438492063494,0.5,0.31374007936507936,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.2988681004429683,11,0.5,True,False,False,14976,3744,1364,0.002403846153846154,0.36515172723419637,0.3942790801169769,0.6931471805599452,0.6931471805599452,0.8323985042735043,0.8181089743589743,0.34538941195268086,0.5,0.33239850427350426,0.5,0.359508547008547,0.6931471805599453
0,20260814,24,permute_columns_fixed_anchor,columns,all,48,12,0.30187002349592634,12,0.5,True,False,False,13824,3456,1957,0.01070601851851852,0.33631357713316584,0.39127715706401894,0.6931471805599453,0.6931471805599453,0.849609375,0.8127893518518519,0.29988011254267705,0.5,0.349609375,0.5,0.375,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.0,1,0.5,True,False,False,26496,6624,2,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.0010314863721996304,2,0.5,True,False,False,25344,6336,4,0.0,0.6922370613163391,0.6921156941877455,0.6931471805599452,0.6931471805599452,0.5213068181818182,0.5227272727272727,0.6922370612934051,0.022321428571428603,0.021306818181818173,0.023809523809523836,0.02272727272727273,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.003608260014969722,3,0.5,True,False,False,24192,6048,8,0.0,0.689192855804934,0.6895389205449757,0.6931471805599454,0.6931471805599454,0.535135582010582,0.5357142857142857,0.689192855378154,0.0817686250757117,0.03513558201058203,0.07729468599033817,0.03571428571428571,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.009707274004176925,4,0.5,True,False,False,23040,5760,16,0.0,0.6821233415587149,0.6834399065557684,0.6931471805599453,0.6931471805599453,0.5525173611111112,0.5527777777777778,0.6821233366139557,0.20146818923327892,0.05251736111111111,0.19450549450549448,0.053472222222222233,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.01941606028458298,5,0.5,True,False,False,21888,5472,32,0.0,0.6727017125292486,0.6737311202753624,0.6931471805599454,0.6931471805599454,0.5651955409356725,0.5623172514619883,0.6727016764909052,0.3348250610252238,0.06519554093567251,0.3344370860927153,0.06944444444444445,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.026331280701811566,6,0.5,True,False,False,20736,5184,64,0.0,0.6631999685208434,0.6668158998581337,0.6931471805599453,0.6931471805599453,0.5743634259259259,0.5646219135802469,0.6631997355448157,0.42805755395683454,0.07436342592592593,0.42500000000000004,0.08179012345679013,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.032306113560185645,7,0.5,True,False,False,19584,4896,128,0.0,0.6561429087426032,0.6608410669997596,0.6931471805599453,0.6931471805599453,0.5833843954248366,0.5678104575163399,0.6561413927179981,0.4671746776084408,0.0833843954248366,0.47619047619047616,0.09640522875816994,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.03265104773193417,8,0.5,True,False,False,18432,4608,256,0.0,0.6462546129343782,0.6604961328280111,0.6931471805599453,0.6931471805599453,0.59619140625,0.5694444444444444,0.6462418224889223,0.49099099099099097,0.09619140625,0.5,0.12608506944444445,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.027469016624127707,9,0.5,True,False,False,17280,4320,512,0.0,0.6360392220850399,0.6656781639358176,0.6931471805599453,0.6931471805599453,0.6119791666666666,0.5738425925925926,0.6358867986958225,0.5,0.11197916666666667,0.5,0.16412037037037036,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,0.008356005210066075,10,0.5,True,False,False,16128,4032,1021,0.000248015873015873,0.6142079555306745,0.6847911753498793,0.6931471805599454,0.6931471805599454,0.6393849206349206,0.5535714285714286,0.6128301278183931,0.5,0.13938492063492064,0.5,0.21279761904761904,0.6931471805599453
0,20260814,24,permute_both_fixed_anchor,rows,all,48,12,-0.02112954074469242,11,0.5,True,False,False,14976,3744,1993,0.004273504273504274,0.5750720066877011,0.7142767213046376,0.6931471805599452,0.6931471805599452,0.6778178418803419,0.5424679487179487,0.5668452072989396,0.5,0.1778178418803419,0.5,0.28525641025641024,0.6931471805599453
