order,context_length,statistic,effect,left_variant,left_traversal,left_region,right_variant,right_traversal,right_region,repetitions,mean,standard_deviation,ci95_lower,ci95_upper
24,11,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.23866768109356004,0.032354785668393164,0.22487803800741193,0.2526961285935305
24,11,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.22976631168402162,0.0342395814884348,0.21533892900860885,0.24434398839134663
24,11,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.26978372572112796,0.02884294228592403,0.25748473871833233,0.2821136784529237
24,11,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.2478559557661845,0.02920512348124278,0.23597791780979252,0.26050277383298936
24,11,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.25724988909937224,0.03023700454820454,0.24439583037684057,0.27047177433867353
24,11,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.2378098503337492,0.030680479688465493,0.22471376739093477,0.2508907338492293
24,11,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,-0.011847378626116938,0.005035800118554947,-0.013949190492239055,-0.009669140620098328
24,11,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,-0.016906359174511533,0.007918895825259559,-0.020312245136230072,-0.013547217393823701
24,11,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,-0.013115894597642785,0.006047120601546764,-0.015793204819231757,-0.010567215817596887
24,11,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,-0.013546572199112056,0.005787817705415431,-0.016032075627668597,-0.011105098471545888
24,11,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.26034243150620145,0.032875332172426296,0.24642951973556892,0.27428540816004393
24,11,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,-0.016906359174511543,0.007918895825259552,-0.02033032725964338,-0.01356992857508635
24,11,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,-0.011847378626116945,0.005035800118554966,-0.01392934082129356,-0.009672273821281616
24,11,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.26978372572112796,0.028842942285924038,0.25779636623515767,0.2821210822853848
24,12,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.27023923673245587,0.031727677791554706,0.2570987727257424,0.2839338926195676
24,12,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.2627105436550433,0.03357411759592714,0.24876503092028246,0.27700791860648183
24,12,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.30406221202575845,0.03427415758422076,0.28963367704640625,0.3188721836815461
24,12,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.2871865884611422,0.035764338348752096,0.2722383690939722,0.3027457359196588
24,12,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.27353777663232776,0.029346644824447897,0.26125709874474473,0.2866622648509642
24,12,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.30811578441223275,0.030285263440320644,0.2954867446934746,0.3212302726384158
24,12,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.2646082721071162,0.030739625662689857,0.2518554958378437,0.27810024521590665
24,12,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.29141640312528916,0.03160201402468242,0.27807252837832136,0.30508614216795366
24,12,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,-0.04729941258521254,0.006646704489537872,-0.05023412611221045,-0.0445897143222858
24,12,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,-0.052245112935293506,0.007312926635638791,-0.05545070339011754,-0.04922539721652319
24,12,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,-0.044728196410583045,0.007912587190765284,-0.04809707712416717,-0.041401538014060366
24,12,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,-0.0473846615183025,0.007894070246642177,-0.05074168132163816,-0.04398782759333858
24,12,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.27023923673245587,0.03172767779155471,0.2568842478485847,0.28394476265909524
24,12,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,-0.052245112935293506,0.007312926635638794,-0.05544904632714256,-0.04916352461636689
24,12,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,-0.04729941258521253,0.006646704489537867,-0.05023385617669051,-0.044638910186829237
24,12,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.27353777663232776,0.029346644824447897,0.2611215185141795,0.2863541845603506
28,1,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.0013711150588502862,5.666782764100602e-17,0.001371115058850264,0.0013711150588503085
28,1,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.0014259095938003064,4.06727726774888e-17,0.0014259095938002897,0.001425909593800323
28,1,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.001371115058850242,5.666782764100602e-17,0.0013711150588502196,0.0013711150588502697
28,1,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.001425909593800262,4.932295220242625e-17,0.0014259095938002398,0.001425909593800284
28,1,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0,0.0,0.0,0.0
28,1,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0,0.0,0.0,0.0
28,2,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.0009387802924416766,7.658902053621834e-05,0.0009063696682401626,0.0009714997261026552
28,2,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.002176102962412535,1.1430577222386072e-05,0.002171109460027025,0.0021809180669864698
28,2,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.0010139061256893233,8.272016534782088e-05,0.0009778203445040422,0.0010489821540012921
28,2,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.0022379359537509193,1.2151934936614033e-05,0.0022325324163158214,0.002242996800523075
28,2,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.0021986206251010942,0.00012752282253094508,0.0021422247982981445,0.0022499078679119565
28,2,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.0023746390387334227,0.00013773916670835651,0.0023141205065864254,0.002429025117576333
28,2,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.0025817110667387235,5.670752663212796e-05,0.0025557221062247394,0.0026049169474181254
28,2,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.002674347742882016,6.118832996541527e-05,0.002646882562670725,0.0026991631283220094
28,2,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0007846740689535558,0.00011226531011884584,0.0007377376546294733,0.0008332863215796943
28,2,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0007378147731946227,0.00014240941905515532,0.0006779752354602249,0.0007987005407688499
28,2,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.0007229157635304962,0.00015713249165884963,0.0006555129764030321,0.0007914311072946044
28,2,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.000740501555682238,0.00012710221589759551,0.0006867120190444792,0.0007937034113106253
28,2,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0009387802924416377,7.658902053619939e-05,0.0009061613564357359,0.0009716075021648729
28,2,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0007378147731946394,0.0001424094190551513,0.0006787417100369659,0.000797678122786171
28,2,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0007846740689535281,0.00011226531011880743,0.0007373130232141847,0.0008322370451841084
28,2,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0021986206251011055,0.00012752282253092185,0.0021412032266770655,0.002249710738542697
28,3,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.017470576169056656,0.0005132583100743586,0.017256487146400556,0.01769253421500696
28,3,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.012651505255352347,0.00044710383687170113,0.012466021700009204,0.012848156819015173
28,3,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.018017214572110456,0.000544155968635684,0.01779135314718679,0.018253588829859755
28,3,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.012981212836089768,0.0004725959430650437,0.01277543777856326,0.013187451294000643
28,3,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.014261243088261072,0.000438330748832025,0.014075837688340021,0.014448626820352346
28,3,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.017354349555624333,0.0005194455141649677,0.0171339324252145,0.01757946768140169
28,3,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.010332654978075274,0.00036302578526817416,0.010179082993149523,0.010490756094341549
28,3,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.012569903813416383,0.00044300380023763465,0.012384524063840312,0.012761467822627316
28,3,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0031288363556045916,0.00016814001029128597,0.0030596102585005924,0.003201587916448085
28,3,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.00310713225673685,0.00025173129148316675,0.0029970591686388904,0.003213976746302457
28,3,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.003079037181245725,0.00030933711433211146,0.0029389959562993637,0.0032016487429552785
28,3,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.0031520621977577266,0.00022526352103466915,0.003058207303630466,0.0032492605357593734
28,3,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.01747057616905669,0.0005132583100743401,0.01725683174719195,0.017696745779276223
28,3,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0031071322567368387,0.0002517312914831751,0.002998955675348444,0.0032120863153506335
28,3,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.0031288363556045474,0.00016814001029126973,0.0030588548196424734,0.0032014281353185863
28,3,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.014261243088261061,0.00043833074883203735,0.014076483641349556,0.014447538544616452
28,4,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.04977281631208521,0.0006096948793138411,0.04950565939799362,0.0500249063918446
28,4,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.03614843511924162,0.0005721827904418712,0.03589677727960729,0.03639126893257749
28,4,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.05447045891530293,0.0006357155993785474,0.054201224068149145,0.05474389665088648
28,4,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.03977948840779315,0.0005985002498686873,0.039526824702186165,0.04003021736348282
28,4,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.0467577996379909,0.0006731918305555764,0.046468111426298746,0.047047900482456696
28,4,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.052453632530382044,0.0006922569984773821,0.052149150401706,0.05274156429347412
28,4,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.033899098898157065,0.0006298081302694896,0.033629201114843854,0.034168985800955815
28,4,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.038694912521414125,0.0006678222165896452,0.038404761702809626,0.03897907578704859
28,4,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.007684323132953081,0.00036987207209811945,0.007533495772420867,0.007847924587370528
28,4,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.007719803341247977,0.00033812800233137173,0.007577091033314767,0.007865674086612625
28,4,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.007539466595030103,0.0003307941606608889,0.0074001391915424,0.0076792901133195665
28,4,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.007668625326149092,0.0003785695738993493,0.007506375454405597,0.00782679732351378
28,4,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.04977281631208524,0.0006096948793138026,0.04950352304415427,0.05002902926385258
28,4,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.007719803341248005,0.0003381280023313814,0.007577271399511144,0.00786616011278496
28,4,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.007684323132953069,0.0003698720720981032,0.007536636881638097,0.007845769717306064
28,4,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0467577996379909,0.0006731918305555894,0.04646636503484866,0.04704093449164592
28,5,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.06672434013476339,0.0008638294131112201,0.06633984425636358,0.06708062835617484
28,5,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.051006749468411196,0.0009288796892759569,0.050591550275267905,0.05139386719890041
28,5,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.07032508939850304,0.0008772023914309676,0.06993424262718044,0.07068169441304702
28,5,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.053773359622979654,0.0009455703562852689,0.05335618932772243,0.05416049792514728
28,5,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.06771946201639942,0.0007598172646708692,0.06739357997096257,0.06803890444322623
28,5,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.07073343020028736,0.0007557633479210821,0.07040691811297267,0.07104822242096547
28,5,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.051856621521480586,0.0008156024188140993,0.051507874648101075,0.052202441605375655
28,5,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.054669350759482246,0.0008111091620909631,0.054324303484576696,0.05500569773157598
28,5,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.014170423854433834,0.0003996308899179118,0.013993857314516807,0.014333876801280551
28,5,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.014281676220754385,0.00034980069085406264,0.014129973870740203,0.014430034830695354
28,5,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.014348377681388146,0.00047007680010858474,0.01414078883878367,0.014542028265158498
28,5,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.01417710258001183,0.000362954788641975,0.014023628383316328,0.014335412241089971
28,5,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.06672434013476339,0.0008638294131112018,0.0663464794203726,0.06707747454600187
28,5,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.014281676220754358,0.0003498006908540371,0.014133676301264178,0.014431939648830288
28,5,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.01417042385443384,0.00039963088991791615,0.013992415862662621,0.014332736266131038
28,5,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.0677194620163994,0.0007598172646708927,0.06740154453118805,0.0680421295303714
28,6,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.08322326787734516,0.0012787767885376958,0.0826560586433878,0.08375080967700317
28,6,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.06789208629321206,0.0013472691652713655,0.06730812241683734,0.06845335187025721
28,6,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.08078214749166521,0.0012034257511765228,0.08025751619493234,0.08128498761568241
28,6,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.06547064936161107,0.0012689342259070084,0.06491960549684533,0.06598528606259133
28,6,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.08331713201070848,0.0010715660331392244,0.08285342886898127,0.08376641845896939
28,6,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.08420761029872312,0.001077522178429372,0.08373857663372299,0.08466076418532271
28,6,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.06805286040310618,0.0011704490552077646,0.06756267992561797,0.06854895680177718
28,6,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.06909132656169795,0.0011859524778465936,0.06858864800513914,0.06959434620452346
28,6,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.021109923459813235,0.00041150319541486373,0.02092800699585607,0.02128365015691463
28,6,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.02107319795823659,0.000455616466289264,0.020877042587078593,0.02126746900053285
28,6,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.021083965328411964,0.00040301480758352917,0.020912569866759153,0.021254403184639146
28,6,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.02108952049934317,0.0004045845691370889,0.020923344583368645,0.02125880673308215
28,6,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.08322326787734516,0.001278776788537684,0.08265688751650165,0.08374693217244238
28,6,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.02107319795823661,0.0004556164662892814,0.020877466660988782,0.021259304465545116
28,6,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.021109923459813256,0.0004115031954148158,0.02093039440678578,0.021276769300182616
28,6,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.08331713201070848,0.0010715660331391769,0.08285787196603801,0.08376577043001693
28,7,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.10138259635450311,0.0014414490068336676,0.10077024230736907,0.10199332107539726
28,7,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.08468447550799105,0.0015034514170138927,0.08405796950870907,0.0853401932775423
28,7,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.10466520762869284,0.0014618966118358889,0.1040295569846438,0.10528588972513095
28,7,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.08818157199476674,0.0015241908693844656,0.08753933617402865,0.08882595089228498
28,7,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.11167897748124396,0.001727210985016515,0.11091928632851288,0.11239322821131258
28,7,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.1091551032312996,0.0016387104347701724,0.10841215899603074,0.1098333513710914
28,7,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.09564450152695077,0.0017985901035178222,0.09485839671523565,0.09639318036525671
28,7,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.09312892640110029,0.0017064854700523297,0.09237544236848425,0.09382832873109162
28,7,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.026722249087523103,0.0003968296518090462,0.026545686012240194,0.026885034888773494
28,7,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.026706184613017492,0.00031250076428980354,0.02657499135006932,0.02683984613869612
28,7,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.0267762067379424,0.00030444258614655944,0.026639162153132244,0.026904400935425687
28,7,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.026700948880681013,0.0003683282257927717,0.026547011204581996,0.026864193118035767
28,7,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.10138259635450311,0.0014414490068336556,0.10076331699248572,0.10198725351554623
28,7,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.02670618461301748,0.00031250076428979476,0.026572566393492182,0.026839117493410114
28,7,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.026722249087523124,0.0003968296518090338,0.02655022625166087,0.026882170350144428
28,7,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.11167897748124392,0.0017272109850164916,0.11091047150268664,0.11239334644614325
28,8,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.12360836164271963,0.0017086263317455143,0.12287492502378647,0.12432264707519271
28,8,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.10658216220387899,0.0017783580724913554,0.10580103111263692,0.10733224746897696
28,8,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.12320440331091027,0.0017264011917827243,0.12244931549587985,0.12393567691673818
28,8,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.10624547878888083,0.0017968713188239826,0.10547102361745625,0.10699056610424677
28,8,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.13934958511501497,0.0019380417640037172,0.1384842512609829,0.1401506903601555
28,8,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.1355158382362888,0.001987646778144539,0.1346477522508044,0.13633879803477214
28,8,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.12317172104008381,0.0020169327719371088,0.12227689848450171,0.1239968839654602
28,8,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.11928756624412618,0.002068309717198169,0.11838091244562407,0.12015296265848076
28,8,mean_gain,gain_over_fair,permute_both_fixed_anchor,columns,all,fair_coin,columns,all,20,0.030374140323982494,0.00030140683238038575,0.030243068133870746,0.030500024360612558
28,8,mean_gain,gain_over_fair,permute_both_fixed_anchor,rows,all,fair_coin,rows,all,20,0.030404866730729653,0.00029641877765456553,0.030281905787055367,0.030531812345404315
28,8,mean_gain,gain_over_fair,permute_both_renormalized,columns,all,fair_coin,columns,all,20,0.03062771077641082,0.00035139978156712706,0.030482456267466766,0.030782827150454613
28,8,mean_gain,gain_over_fair,permute_both_renormalized,rows,all,fair_coin,rows,all,20,0.03051275840544166,0.0003479094681907026,0.030367762946502078,0.03066024060471616
28,8,mean_gain,gain_over_fair,permute_columns_fixed_anchor,columns,all,fair_coin,columns,all,20,0.12360836164271963,0.0017086263317455212,0.1228607434182303,0.1243254983709065
28,8,mean_gain,gain_over_fair,permute_columns_fixed_anchor,rows,all,fair_coin,rows,all,20,0.030404866730729636,0.000296418777654587,0.030280614786703238,0.030539405951277927
28,8,mean_gain,gain_over_fair,permute_rows_fixed_anchor,columns,all,fair_coin,columns,all,20,0.030374140323982494,0.0003014068323803644,0.030243154457237128,0.030501348459890044
28,8,mean_gain,gain_over_fair,permute_rows_fixed_anchor,rows,all,fair_coin,rows,all,20,0.13934958511501497,0.0019380417640036944,0.13849969315259927,0.14014054932750739
28,9,mean_gain,gain_over_fair,catalog,columns,all,fair_coin,columns,all,20,0.1394890865784867,0.002277505534938197,0.1385057779363233,0.14046381509323339
28,9,mean_gain,gain_over_fair,catalog,columns,exclude_first_column,fair_coin,columns,exclude_first_column,20,0.1237265546713705,0.002368626926002419,0.12270672095508112,0.12474228181177634
28,9,mean_gain,gain_over_fair,catalog,columns,exclude_first_row,fair_coin,columns,exclude_first_row,20,0.13771605575091034,0.0020720055893288835,0.1368357196292398,0.13857786470432648
28,9,mean_gain,gain_over_fair,catalog,columns,interior,fair_coin,columns,interior,20,0.12199643766142923,0.002156616622422879,0.12105849203114454,0.12289629599975413
28,9,mean_gain,gain_over_fair,catalog,rows,all,fair_coin,rows,all,20,0.15604440628927532,0.0021961882852581933,0.1551003800435887,0.1569741560512059
28,9,mean_gain,gain_over_fair,catalog,rows,exclude_first_column,fair_coin,rows,exclude_first_column,20,0.16539715913091277,0.0024691525634925023,0.164345084334876,0.1664453869886066
28,9,mean_gain,gain_over_fair,catalog,rows,exclude_first_row,fair_coin,rows,exclude_first_row,20,0.14127044442257622,0.0022835389928288685,0.14029048937510274,0.14224258529238706
28,9,mean_gain,gain_over_fair,catalog,rows,interior,fair_coin,rows,interior,20,0.15109296796505106,0.0025668299202904164,0.14998368037772447,0.15220368925433803
