repetition,seed,order,presentation,block_size,context_length,train_matrices,test_matrices,target,stage,model,observations,log_loss,gain_over_fair,gain_over_constraint,rmse_count,mae_count
0,20260814,24,catalog,4,4,48,12,row_plus_count,early,serialized_context,276,0.9002641121771255,0.4602288494032889,0.43517890618225086,0.8644854872772143,0.5516979956194934
0,20260814,24,catalog,4,4,48,12,row_plus_count,early,constraint_state,276,1.3354430183593764,0.02504994322103804,0.0,0.9136643851522561,0.5739130434782611
0,20260814,24,catalog,4,4,48,12,row_plus_count,early,state_plus_context,276,0.8685785281569277,0.49191443342348673,0.4668644902024487,0.8527473843068499,0.5221872393763317
0,20260814,24,catalog,4,4,48,12,row_plus_count,middle,fair_binomial,552,1.3592618091398696,0.0,-0.08201739709452527,0.9325048082403138,0.5652173913043478
0,20260814,24,catalog,4,4,48,12,row_plus_count,middle,serialized_context,552,1.019936445688202,0.3393253634516675,0.25730796635714226,0.8917958240693037,0.5994986116697426
0,20260814,24,catalog,4,4,48,12,row_plus_count,middle,constraint_state,552,1.2772444120453443,0.08201739709452527,0.0,0.8597269536210953,0.5205314009661836
0,20260814,24,catalog,4,4,48,12,row_plus_count,middle,state_plus_context,552,0.6484727025391022,0.7107891066007674,0.6287717095062422,0.7096084238664836,0.44391967927789866
0,20260814,24,catalog,4,4,48,12,row_plus_count,late,fair_binomial,552,1.3589540210297328,0.0,-0.8151189492903338,0.9325048082403138,0.5688405797101449
0,20260814,24,catalog,4,4,48,12,row_plus_count,late,serialized_context,552,1.0091943038495739,0.34975971718015897,-0.4653592321101748,0.8661037546609787,0.5727812363955211
0,20260814,24,catalog,4,4,48,12,row_plus_count,late,constraint_state,552,0.543835071739399,0.8151189492903338,0.0,0.5107539184552492,0.25181159420289856
0,20260814,24,catalog,4,4,48,12,row_plus_count,late,state_plus_context,552,0.3521146102134241,1.0068394108163088,0.19172046152597494,0.4214682800588035,0.20400802711591506
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,all,fair_binomial,1320,1.9507489347619353,0.0,-0.712994778779156,1.4794040569216929,1.2174242424242425
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,all,serialized_context,1320,1.3718025927216433,0.578946342040292,-0.1340484367388639,1.3910700498823718,1.1683057171741182
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,all,constraint_state,1320,1.2377541559827794,0.712994778779156,0.0,1.0180244286723852,0.6664898989898989
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,all,state_plus_context,1320,0.7061337350973147,1.2446151996646206,0.5316204208854647,0.9186061345933889,0.6089657034579692
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,early,fair_binomial,264,1.7017402603802076,0.0,0.07879863734702086,1.2762397418933007,0.9166666666666666
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,early,serialized_context,264,1.4549448209565445,0.2467954394236631,0.32559407677068397,1.309783833169338,1.0740894860284076
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,early,constraint_state,264,1.7805388977272285,-0.07879863734702086,0.0,1.2683202922118553,1.0022727272727274
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,early,state_plus_context,264,1.3188363474434392,0.3829039129367684,0.46170255028378926,1.244855121851967,0.9601546373805424
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,middle,fair_binomial,528,1.8597494780019117,0.0,-0.04059459642073748,1.4095185079460377,1.1231060606060606
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,middle,serialized_context,528,1.336026441104301,0.5237230368976107,0.4831284404768732,1.2987022315882637,1.04741843564825
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,middle,constraint_state,528,1.8191548815811742,0.04059459642073748,0.0,1.260060524440206,0.9491792929292928
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,middle,state_plus_context,528,0.7829987692291928,1.0767507087727188,1.0361561123519816,1.079612954071725,0.8357737996798558
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,late,fair_binomial,528,2.1662527287129505,0.0,-1.7812916692007903,1.634152546567959,1.4621212121212122
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,late,serialized_context,528,1.3660076302215156,0.8002450984914349,-0.9810465707093554,1.5143630271672444,1.3363011142728356
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,late,constraint_state,528,0.38496105951216025,1.7812916692007903,0.0,0.44594129250792236,0.2159090909090909
0,20260814,24,catalog,4,4,48,12,pressured_pair_agreement_count,late,state_plus_context,528,0.3229173947923751,1.8433353339205754,0.062043664719785174,0.4113353965822854,0.20656314027479733
0,20260814,24,catalog,8,4,48,12,row_plus_count,all,fair_binomial,828,1.6321338473507225,0.0,-0.696561049737105,1.179535649239177,0.7028985507246377
0,20260814,24,catalog,8,4,48,12,row_plus_count,all,serialized_context,828,0.7780428860748737,0.8540909612758488,0.15752991153874385,1.0921650116725736,0.6224817736997941
0,20260814,24,catalog,8,4,48,12,row_plus_count,all,constraint_state,828,0.9355727976136176,0.696561049737105,0.0,0.8057762482965366,0.356682769726248
0,20260814,24,catalog,8,4,48,12,row_plus_count,all,state_plus_context,828,0.4359457212866413,1.1961881260640812,0.4996270763269763,0.7823097970328216,0.3279993048206367
0,20260814,24,catalog,8,4,48,12,row_plus_count,early,fair_binomial,276,1.6353242387809317,0.0,-0.0509234260588598,1.179535649239177,0.6521739130434783
0,20260814,24,catalog,8,4,48,12,row_plus_count,early,serialized_context,276,0.5292575423559758,1.106066696424956,1.0551432703660961,1.1063493197016319,0.5303282817260374
0,20260814,24,catalog,8,4,48,12,row_plus_count,early,constraint_state,276,1.584400812722072,0.0509234260588598,0.0,1.1190057698883775,0.5652173913043469
0,20260814,24,catalog,8,4,48,12,row_plus_count,early,state_plus_context,276,0.4363857389346995,1.1989384998462322,1.1480150737873724,1.077574864304239,0.4744259000915364
0,20260814,24,catalog,8,4,48,12,row_plus_count,middle,fair_binomial,276,1.6308394046905075,0.0,-0.4085218245717219,1.179535649239177,0.7028985507246377
0,20260814,24,catalog,8,4,48,12,row_plus_count,middle,serialized_context,276,1.202816375865474,0.4280230288250335,0.019501204253311588,1.111790950112572,0.7259381807266058
0,20260814,24,catalog,8,4,48,12,row_plus_count,middle,constraint_state,276,1.2223175801187856,0.4085218245717219,0.0,0.8340576562282991,0.504830917874396
0,20260814,24,catalog,8,4,48,12,row_plus_count,middle,state_plus_context,276,0.8714514249252253,0.7593879797652822,0.35086615519356024,0.8214975760282562,0.5095720143703719
0,20260814,24,catalog,8,4,48,12,row_plus_count,late,fair_binomial,276,1.6302378985806474,0.0,-1.6302378985806474,1.179535649239177,0.7536231884057971
0,20260814,24,catalog,8,4,48,12,row_plus_count,late,serialized_context,276,0.6020547400031652,1.028183158577482,-0.6020547400031652,1.0575373772159486,0.6111788586467398
0,20260814,24,catalog,8,4,48,12,row_plus_count,late,constraint_state,276,0.0,1.6302378985806474,0.0,0.0,0.0
0,20260814,24,catalog,8,4,48,12,row_plus_count,late,state_plus_context,276,0.0,1.6302378985806474,0.0,0.0,0.0
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,all,fair_binomial,792,2.6374883517212737,0.0,-1.4159146068269919,2.301459791462187,1.8371212121212122
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,all,serialized_context,792,1.4125945781507703,1.2248937735705034,-0.19102083325648844,2.0938745259114255,1.6416871660971695
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,all,constraint_state,792,1.2215737448942818,1.4159146068269919,0.0,1.1815714583177406,0.6478956228956241
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,all,state_plus_context,792,0.6007045864850348,2.036783765236239,0.6208691584092471,1.141559717484107,0.5976041409718122
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,early,fair_binomial,264,2.22586771091288,0.0,0.40155815628392855,1.9217652869645185,1.3371212121212122
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,early,serialized_context,264,1.2072004724908847,1.0186672384219955,1.420225394705924,2.0012241814514837,1.3853200753021535
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,early,constraint_state,264,2.6274258671968087,-0.40155815628392855,0.0,1.8886824010725614,1.3628787878787885
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,early,state_plus_context,264,1.0221541603787143,1.2037135505341658,1.6052717068180944,1.8482154960481523,1.2820539221923366
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,middle,fair_binomial,264,2.490510260918684,0.0,-1.453214893432646,2.177710780251648,1.696969696969697
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,middle,serialized_context,264,1.771543357802882,0.7189669031158019,-0.7342479903168442,1.7583809680012112,1.4806713613301736
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,middle,constraint_state,264,1.037295367486038,1.453214893432646,0.0,0.7881701093115128,0.5808080808080808
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,middle,state_plus_context,264,0.7799595990763917,1.7105506618422923,0.2573357684096462,0.7025491056962959,0.510758500723099
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,late,fair_binomial,264,3.1960870833321957,0.0,-3.1960870833321957,2.73030134866931,2.477272727272727
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,late,serialized_context,264,1.2590399041585527,1.937047179173643,-1.2590399041585527,2.460920506177997,2.0590700616591793
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,late,constraint_state,264,0.0,3.1960870833321957,0.0,0.0,0.0
0,20260814,24,catalog,8,4,48,12,pressured_pair_agreement_count,late,state_plus_context,264,0.0,3.1960870833321957,0.0,0.0,0.0
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,all,fair_binomial,2760,1.0246523538711996,0.0,-0.1819157636501324,0.6915640748081247,0.4782608695652174
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,all,serialized_context,2760,1.0167108792764015,0.007941474594798104,-0.1739742890553343,0.6856973987432288,0.5130245054138598
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,all,constraint_state,2760,0.8427365902210672,0.1819157636501324,0.0,0.6073906448449247,0.44334023464458167
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,all,state_plus_context,2760,0.864831177171984,0.15982117669921558,-0.022094586950916817,0.611582475633203,0.4528738006574092
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,early,fair_binomial,552,1.0246523538712224,0.0,-0.013191328197695418,0.6915640748081247,0.4782608695652174
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,early,serialized_context,552,1.0174658415450595,0.007186512326162964,-0.006004815871532454,0.686533555626088,0.5131921936027755
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,early,constraint_state,552,1.011461025673527,0.013191328197695418,0.0,0.6831300510639733,0.5080917874396133
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,early,state_plus_context,552,1.024133134992876,0.0005192188783464946,-0.012672109319348923,0.688307074521847,0.5197179754406865
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,middle,fair_binomial,1104,1.0246523538712047,0.0,-0.044460222981681286,0.6915640748081247,0.4782608695652174
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,middle,serialized_context,1104,1.017749868391383,0.006902485479821641,-0.037557737501859645,0.6859411305813691,0.5131620004537832
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,middle,constraint_state,1104,0.9801921308895234,0.044460222981681286,0.0,0.6625520019436231,0.5161404416839205
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,middle,state_plus_context,1104,1.0111628440811908,0.013489509790013843,-0.030970713191667443,0.6683026077960741,0.5278098447890611
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,late,fair_binomial,1104,1.0246523538712047,0.0,-0.4037335220448288,0.6915640748081247,0.4782608695652174
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,late,serialized_context,1104,1.0152944090270897,0.009357944844115007,-0.3943755772007138,0.6850349702639446,0.5128031662794745
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,late,constraint_state,1104,0.6209188318263759,0.4037335220448288,0.0,0.5000000000000006,0.33816425120772947
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,row_plus_count,late,state_plus_context,1104,0.638848531352326,0.3858038225188787,-0.017929699525950138,0.5015686605527209,0.34451566913412
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,all,fair_binomial,2640,1.129777393162633,0.0,-0.40946963331148545,0.793677669097627,0.6299242424242424
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,all,serialized_context,2640,1.0273682683933127,0.10240912476932018,-0.30706050854216527,0.7445489765754828,0.6548102171760822
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,all,constraint_state,2640,0.7203077598511475,0.40946963331148545,0.0,0.5556272743789634,0.43527762746512766
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,all,state_plus_context,2640,0.7437015191256754,0.38607587403695753,-0.023393759274527914,0.5633062370120027,0.43860241944461814
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,early,fair_binomial,528,1.0357824345867377,0.0,-0.04193223365958676,0.7030776499208191,0.4943181818181818
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,early,serialized_context,528,1.0411354156307169,-0.005352981043979188,-0.04728521470356595,0.6944133509581377,0.5933023762909398
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,early,constraint_state,528,0.9938502009271509,0.04193223365958676,0.0,0.6739183668721542,0.5472011784511781
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,early,state_plus_context,528,1.0046814941137892,0.031100940472948535,-0.010831293186638224,0.6759656002116279,0.5475502893105216
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,middle,fair_binomial,1056,1.0817296908738359,0.0,-0.17217656670754777,0.7487363091276265,0.5606060606060606
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,middle,serialized_context,1056,0.9915616554234821,0.09016803545035379,-0.08200853125719398,0.6773337707856032,0.5896080891476105
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,middle,constraint_state,1056,0.9095531241662881,0.17217656670754777,0.0,0.6305179536870877,0.554097898629149
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,middle,state_plus_context,1056,0.9474098661974245,0.13431982467641135,-0.037856742031136426,0.6408597684766364,0.5607728167915838
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,late,fair_binomial,1056,1.2248225747394252,0.0,-0.8305313997414214,0.8758113121817134,0.7670454545454546
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,late,serialized_context,1056,1.0562913077444551,0.16853126699497012,-0.6620001327464513,0.828249333388146,0.7507662656471265
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,late,constraint_state,1056,0.3942911749980038,0.8305313997414214,0.0,0.3836252045407378,0.26049558080808083
0,20260814,24,permute_both_fixed_anchor,2,4,48,12,pressured_pair_agreement_count,late,state_plus_context,1056,0.40950318455986096,0.8153193901795643,-0.015212009561857143,0.3925796765688446,0.26195808716470115
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,all,fair_binomial,1380,1.3490432438833102,0.0,-0.36383152730030055,0.9325048082403138,0.6855072463768116
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,all,serialized_context,1380,1.3252061750366155,0.023837068846694676,-0.3399944584536059,0.913386450780083,0.7183377842892674
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,all,constraint_state,1380,0.9852117165830097,0.36383152730030055,0.0,0.7529651530709308,0.5251932367149764
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,all,state_plus_context,1380,1.010529447498479,0.33851379638483126,-0.025317730915469294,0.7544967262082019,0.5339704888899417
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,early,fair_binomial,276,1.3506437420560433,0.0,-0.026382656395397053,0.9325048082403138,0.6666666666666666
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,early,serialized_context,276,1.3343424898387621,0.01630125221728118,-0.010081404178115871,0.9209337332508782,0.7235499240362768
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,early,constraint_state,276,1.3242610856606463,0.026382656395397053,0.0,0.9136643851522563,0.7014492753623185
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,early,state_plus_context,276,1.3339518746614092,0.01669186739463413,-0.009690789000762923,0.918714079833231,0.715549510371465
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,middle,fair_binomial,552,1.3484892252850884,0.0,-0.08892044596340987,0.9325048082403138,0.6920289855072463
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,middle,serialized_context,552,1.3197693011859186,0.02871992409916979,-0.060200521864240075,0.9105569028826787,0.7142544135003229
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,middle,constraint_state,552,1.2595687793216785,0.08892044596340987,0.0,0.8597269536210947,0.6887077294685987
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,middle,state_plus_context,552,1.307088293137706,0.041400932147382496,-0.04751951381602737,0.8652360935852309,0.6966438574558176
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,late,fair_binomial,552,1.348797013395225,0.0,-0.8074670440896935,0.9325048082403138,0.6884057971014492
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,late,serialized_context,552,1.3260748914862335,0.022722121908991477,-0.784744922180702,0.9124218746087759,0.7198150852047059
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,late,constraint_state,552,0.5413299693055315,0.8074670440896935,0.0,0.5107539184552492,0.27355072463768115
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,row_plus_count,late,state_plus_context,552,0.5522593882777886,0.7965376251174363,-0.010929418972257188,0.5025057181392993,0.280507609583304
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,all,fair_binomial,1320,1.6558352625372388,0.0,-0.7562571435465942,1.2462063645441324,1.0196969696969698
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,all,serialized_context,1320,1.4481819450992521,0.20765331743798665,-0.5486038261086076,1.1332910711816635,0.9350570275231648
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,all,constraint_state,1320,0.8995781189906445,0.7562571435465942,0.0,0.6860645406024523,0.48564393939393935
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,all,state_plus_context,1320,0.9281562604242986,0.7276790021129402,-0.028578141433654003,0.6992536417001332,0.4994442216213745
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,early,fair_binomial,264,1.3501642938631035,0.0,-0.07351664447016137,0.9333874443188751,0.6818181818181818
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,early,serialized_context,264,1.3540501228316202,-0.003885828968516636,-0.07740247343867801,0.9160546272332901,0.7563369607548935
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,early,constraint_state,264,1.2766476493929422,0.07351664447016137,0.0,0.8701271241153286,0.7113636363636364
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,early,state_plus_context,264,1.2981501230099148,0.05201417085318871,-0.02150247361697266,0.8779130207432534,0.7081619202622713
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,middle,fair_binomial,528,1.466237631162539,0.0,-0.3086173903760838,1.0651148750109996,0.8352272727272727
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,middle,serialized_context,528,1.348219649269641,0.11801798189289792,-0.1905994084831859,0.8846093942197116,0.7368971503480335
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,middle,constraint_state,528,1.157620240786455,0.3086173903760838,0.0,0.7781018219270498,0.6207386363636357
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,middle,state_plus_context,528,1.1934318461421909,0.272805785020348,-0.0358116053557358,0.7946664958530503,0.6416704957799385
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,late,fair_binomial,528,1.998268378249092,0.0,-1.5452671462553946,1.5206906325745548,1.3731060606060606
0,20260814,24,permute_both_fixed_anchor,4,4,48,12,pressured_pair_agreement_count,late,serialized_context,528,1.5952101520626822,0.40305822618640974,-1.142208920068985,1.4173072389819599,1.2225769380824354
