repetition,seed,order,presentation,block_size,stage,test_matrices,policy,sampled_states,skipped_forced_states,states,mean_feasible_candidates,mean_percentile,mean_percentile_minus_random,mean_reciprocal_rank,top_decile_rate,expected_top1_rate
4,20260818,24,permute_both_fixed_anchor,4,early,12,balance_random_pair,264,0,264,16.0,0.560250946969697,0.06025094696969702,0.20179386028908608,0.07575757575757576,0.08333333333333331
4,20260818,24,permute_both_fixed_anchor,4,early,12,balance_pressured_pair,264,0,264,16.0,0.5775331439393939,0.07753314393939392,0.21599901661139745,0.0946969696969697,0.08901515151515152
4,20260818,24,permute_both_fixed_anchor,4,early,12,all_pair_product,264,0,264,16.0,0.7368607954545454,0.23686079545454541,0.4626413435367972,0.4053030303030303,0.3191287878787879
4,20260818,24,permute_both_fixed_anchor,4,early,12,minimum_max_pressure,264,0,264,16.0,0.6608664772727273,0.1608664772727273,0.2962045934017863,0.2159090909090909,0.18297347643938566
4,20260818,24,permute_both_renormalized,4,early,12,random_order,264,0,264,16.0,0.5,0.0,0.11764705882352905,0.0,0.0625
4,20260818,24,permute_both_renormalized,4,early,12,balance_only,264,0,264,16.0,0.5419034090909091,0.04190340909090906,0.1763745504311202,0.0,0.07133838383838383
4,20260818,24,permute_both_renormalized,4,early,12,balance_random_pair,264,0,264,16.0,0.5806107954545454,0.08061079545454541,0.2052907858071756,0.08333333333333333,0.08301767676767675
4,20260818,24,permute_both_renormalized,4,early,12,balance_pressured_pair,264,0,264,16.0,0.575875946969697,0.07587594696969702,0.21073227496527294,0.125,0.08364898989898988
4,20260818,24,permute_both_renormalized,4,early,12,all_pair_product,264,0,264,16.0,0.7559185606060606,0.25591856060606055,0.45131504158311775,0.4053030303030303,0.27935606060606066
4,20260818,24,permute_both_renormalized,4,early,12,minimum_max_pressure,264,0,264,16.0,0.6522253787878788,0.15222537878787878,0.2575802485973014,0.15151515151515152,0.13578506930779655
4,20260818,24,catalog,4,middle,12,random_order,500,39,461,15.739696312364424,0.5,0.0,0.12015014248649525,0.0,0.06394871397582892
4,20260818,24,catalog,4,middle,12,balance_only,500,39,461,15.739696312364424,0.6321063517104731,0.13210635171047314,0.21442598033533367,0.004338394793926247,0.10093998553868387
4,20260818,24,catalog,4,middle,12,balance_random_pair,500,39,461,15.739696312364424,0.632375153768863,0.132375153768863,0.23883146847698414,0.06290672451193059,0.11389929665417739
4,20260818,24,catalog,4,middle,12,balance_pressured_pair,500,39,461,15.739696312364424,0.5836787850616486,0.08367878506164861,0.2310670592608174,0.09327548806941431,0.10466377440347072
4,20260818,24,catalog,4,middle,12,all_pair_product,500,39,461,15.739696312364424,0.7119009470283874,0.21190094702838735,0.4609014661179181,0.4164859002169197,0.31601590744757774
4,20260818,24,catalog,4,middle,12,minimum_max_pressure,500,39,461,15.739696312364424,0.6727218732099426,0.1727218732099426,0.4172276992790611,0.34273318872017355,0.32209412062991216
4,20260818,24,permute_both_fixed_anchor,4,middle,12,random_order,500,0,500,15.58,0.5,0.0,0.12142647058823498,0.0,0.06469361471861472
4,20260818,24,permute_both_fixed_anchor,4,middle,12,balance_only,500,0,500,15.58,0.5684658549783553,0.06846585497835533,0.19359248830586753,0.01,0.0809666666666666
4,20260818,24,permute_both_fixed_anchor,4,middle,12,balance_random_pair,500,0,500,15.58,0.6117576839826842,0.11175768398268415,0.23667401418362777,0.166,0.10671515151515153
4,20260818,24,permute_both_fixed_anchor,4,middle,12,balance_pressured_pair,500,0,500,15.58,0.6589534090909089,0.15895340909090894,0.27827879321784227,0.268,0.13383333333333342
4,20260818,24,permute_both_fixed_anchor,4,middle,12,all_pair_product,500,0,500,15.58,0.8408080627705614,0.3408080627705614,0.6038170897441361,0.598,0.44589999999999996
4,20260818,24,permute_both_fixed_anchor,4,middle,12,minimum_max_pressure,500,0,500,15.58,0.7314561688311678,0.23145616883116782,0.3795601023567288,0.294,0.26680274170274176
4,20260818,24,permute_both_renormalized,4,middle,12,random_order,500,0,500,15.744,0.5,0.0,0.11967745098039183,0.0,0.06365790043290041
4,20260818,24,permute_both_renormalized,4,middle,12,balance_only,500,0,500,15.744,0.5847068722943726,0.08470687229437257,0.20183047473775964,0.004,0.08823333333333327
4,20260818,24,permute_both_renormalized,4,middle,12,balance_random_pair,500,0,500,15.744,0.6032411796536798,0.10324117965367985,0.23012444224347406,0.128,0.10131212121212116
4,20260818,24,permute_both_renormalized,4,middle,12,balance_pressured_pair,500,0,500,15.744,0.6486359307359305,0.1486359307359305,0.26516219138220903,0.216,0.12266666666666673
4,20260818,24,permute_both_renormalized,4,middle,12,all_pair_product,500,0,500,15.744,0.8238424783549771,0.32384247835497715,0.5972979916772889,0.572,0.4540666666666666
4,20260818,24,permute_both_renormalized,4,middle,12,minimum_max_pressure,500,0,500,15.744,0.7398003787878783,0.2398003787878783,0.3989038838018805,0.336,0.28691598956598957
4,20260818,24,catalog,8,early,12,random_order,264,0,264,256.0,0.5,0.0,0.007782101167315151,0.0,0.00390625
4,20260818,24,catalog,8,early,12,balance_only,264,0,264,256.0,0.7035540956439394,0.20355409564393945,0.019853414875943852,0.0,0.008252164502164481
4,20260818,24,catalog,8,early,12,balance_random_pair,264,0,264,256.0,0.7079338304924242,0.2079338304924242,0.03144005122315279,0.44696969696969696,0.013552188552188524
4,20260818,24,catalog,8,early,12,balance_pressured_pair,264,0,264,256.0,0.6300603693181818,0.13006036931818177,0.02555442974331768,0.3371212121212121,0.010015331890331878
4,20260818,24,catalog,8,early,12,all_pair_product,264,0,264,256.0,0.739990234375,0.239990234375,0.23872868469478511,0.5227272727272727,0.17108059764309766
4,20260818,24,catalog,8,early,12,minimum_max_pressure,264,0,264,256.0,0.6767578125,0.1767578125,0.12363017377130565,0.36742424242424243,0.09571501182475409
4,20260818,24,permute_both_fixed_anchor,8,early,12,random_order,264,0,264,256.0,0.5,0.0,0.007782101167315151,0.0,0.00390625
4,20260818,24,permute_both_fixed_anchor,8,early,12,balance_only,264,0,264,256.0,0.578805634469697,0.07880563446969702,0.014536597525777522,0.0,0.00478896103896103
4,20260818,24,permute_both_fixed_anchor,8,early,12,balance_random_pair,264,0,264,256.0,0.6348544034090909,0.13485440340909094,0.01868194445843308,0.125,0.005369167869167869
4,20260818,24,permute_both_fixed_anchor,8,early,12,balance_pressured_pair,264,0,264,256.0,0.6515669389204546,0.15156693892045459,0.023895312385357838,0.20454545454545456,0.008065776815776818
4,20260818,24,permute_both_fixed_anchor,8,early,12,all_pair_product,264,0,264,256.0,0.87255859375,0.37255859375,0.2865584658603216,0.6401515151515151,0.2113997113997114
4,20260818,24,permute_both_fixed_anchor,8,early,12,minimum_max_pressure,264,0,264,256.0,0.7656915838068182,0.26569158380681823,0.06919147090425809,0.2916666666666667,0.03719686933465507
4,20260818,24,permute_both_renormalized,8,early,12,random_order,264,0,264,256.0,0.5,0.0,0.007782101167315151,0.0,0.00390625
4,20260818,24,permute_both_renormalized,8,early,12,balance_only,264,0,264,256.0,0.5757871685606061,0.07578716856060608,0.014652338633853288,0.0,0.004937770562770554
4,20260818,24,permute_both_renormalized,8,early,12,balance_random_pair,264,0,264,256.0,0.6400997277462122,0.14009972774621215,0.02015198243847702,0.17045454545454544,0.0064213564213564224
4,20260818,24,permute_both_renormalized,8,early,12,balance_pressured_pair,264,0,264,256.0,0.6513893821022727,0.1513893821022727,0.021196917432056008,0.16287878787878787,0.006328162578162581
4,20260818,24,permute_both_renormalized,8,early,12,all_pair_product,264,0,264,256.0,0.8780554569128788,0.3780554569128788,0.28638982650685113,0.6515151515151515,0.19656986531986534
4,20260818,24,permute_both_renormalized,8,early,12,minimum_max_pressure,264,0,264,256.0,0.8008996212121212,0.3008996212121212,0.11246280487202791,0.38636363636363635,0.07413463167227069
4,20260818,24,catalog,8,middle,12,random_order,264,45,219,63.19178082191781,0.5,0.0,0.10665728351361604,0.0,0.06228235461448238
4,20260818,24,catalog,8,middle,12,balance_only,264,45,219,63.19178082191781,0.6386432822956424,0.13864328229564238,0.18258829341264618,0.0593607305936073,0.1072880614615682
4,20260818,24,catalog,8,middle,12,balance_random_pair,264,45,219,63.19178082191781,0.7060178891004112,0.2060178891004112,0.2451642479155607,0.2465753424657534,0.16161213962711404
4,20260818,24,catalog,8,middle,12,balance_pressured_pair,264,45,219,63.19178082191781,0.6794204364472087,0.17942043644720873,0.24528377097637472,0.2557077625570776,0.15123774668409815
4,20260818,24,catalog,8,middle,12,all_pair_product,264,45,219,63.19178082191781,0.8354801970167431,0.33548019701674314,0.5161902953830946,0.680365296803653,0.43647260273972616
4,20260818,24,catalog,8,middle,12,minimum_max_pressure,264,45,219,63.19178082191781,0.615742626037361,0.11574262603736096,0.23231544756775716,0.2511415525114155,0.1710567023046233
4,20260818,24,permute_both_fixed_anchor,8,middle,12,random_order,264,3,261,41.632183908045974,0.5,0.0,0.1983004127035413,0.0,0.12535762614200435
4,20260818,24,permute_both_fixed_anchor,8,middle,12,balance_only,264,3,261,41.632183908045974,0.6223555955840546,0.12235559558405462,0.3422100270813374,0.2260536398467433,0.23765311912021628
4,20260818,24,permute_both_fixed_anchor,8,middle,12,balance_random_pair,264,3,261,41.632183908045974,0.6697549737667233,0.16975497376672333,0.36643930969244165,0.28735632183908044,0.25044010280370765
4,20260818,24,permute_both_fixed_anchor,8,middle,12,balance_pressured_pair,264,3,261,41.632183908045974,0.6367689182779932,0.1367689182779932,0.3532234714460034,0.30268199233716475,0.24618600122070547
4,20260818,24,permute_both_fixed_anchor,8,middle,12,all_pair_product,264,3,261,41.632183908045974,0.8542068351519818,0.3542068351519818,0.6559309330384279,0.735632183908046,0.5921775223499363
4,20260818,24,permute_both_fixed_anchor,8,middle,12,minimum_max_pressure,264,3,261,41.632183908045974,0.6043597877222628,0.10435978772226284,0.2881322981360236,0.19540229885057472,0.20486924848345994
4,20260818,24,permute_both_renormalized,8,middle,12,random_order,264,6,258,41.28294573643411,0.5,0.0,0.18223616256117947,0.0,0.11315011148415005
4,20260818,24,permute_both_renormalized,8,middle,12,balance_only,264,6,258,41.28294573643411,0.623628678838211,0.12362867883821105,0.3048527709037453,0.1937984496124031,0.19625656569702762
4,20260818,24,permute_both_renormalized,8,middle,12,balance_random_pair,264,6,258,41.28294573643411,0.6712839210251947,0.17128392102519474,0.3484420791734126,0.32170542635658916,0.22877047293822203
4,20260818,24,permute_both_renormalized,8,middle,12,balance_pressured_pair,264,6,258,41.28294573643411,0.6742207438762122,0.17422074387621223,0.3520265953944825,0.31007751937984496,0.23085563529333494
4,20260818,24,permute_both_renormalized,8,middle,12,all_pair_product,264,6,258,41.28294573643411,0.8603116550919229,0.36031165509192287,0.6493566884776676,0.7286821705426356,0.5782827304048235
4,20260818,24,permute_both_renormalized,8,middle,12,minimum_max_pressure,264,6,258,41.28294573643411,0.6094570494943892,0.10945704949438917,0.2965359567510478,0.20930232558139536,0.21670856377928072
4,20260818,28,catalog,2,early,97,random_order,500,0,500,4.0,0.5,0.0,0.4000000000000035,0.0,0.25
4,20260818,28,catalog,2,early,97,balance_only,500,0,500,4.0,0.51725,0.017249999999999988,0.48521428571428427,0.0,0.253
4,20260818,28,catalog,2,early,97,balance_random_pair,500,0,500,4.0,0.52075,0.020750000000000046,0.5058904761904759,0.1,0.2785
4,20260818,28,catalog,2,early,97,balance_pressured_pair,500,0,500,4.0,0.5515,0.05149999999999999,0.5471047619047619,0.182,0.3155
4,20260818,28,catalog,2,early,97,all_pair_product,500,0,500,4.0,0.6355,0.13549999999999995,0.6700809523809521,0.454,0.484
4,20260818,28,catalog,2,early,97,minimum_max_pressure,500,0,500,4.0,0.55025,0.05025000000000002,0.5054142857142854,0.096,0.31199999999999983
4,20260818,28,permute_both_fixed_anchor,2,early,97,random_order,500,0,500,4.0,0.5,0.0,0.4000000000000035,0.0,0.25
4,20260818,28,permute_both_fixed_anchor,2,early,97,balance_only,500,0,500,4.0,0.534,0.03400000000000003,0.5007857142857125,0.0,0.277
4,20260818,28,permute_both_fixed_anchor,2,early,97,balance_random_pair,500,0,500,4.0,0.55225,0.05225000000000002,0.5250999999999998,0.106,0.304
4,20260818,28,permute_both_fixed_anchor,2,early,97,balance_pressured_pair,500,0,500,4.0,0.57475,0.07474999999999998,0.5615904761904763,0.168,0.3355
4,20260818,28,permute_both_fixed_anchor,2,early,97,all_pair_product,500,0,500,4.0,0.65975,0.15974999999999995,0.6906333333333333,0.46,0.509
4,20260818,28,permute_both_fixed_anchor,2,early,97,minimum_max_pressure,500,0,500,4.0,0.5745,0.07450000000000001,0.5358380952380949,0.134,0.33866666666666706
4,20260818,28,permute_both_renormalized,2,early,97,random_order,500,0,500,4.0,0.5,0.0,0.4000000000000035,0.0,0.25
4,20260818,28,permute_both_renormalized,2,early,97,balance_only,500,0,500,4.0,0.52475,0.02475000000000005,0.4934523809523791,0.0,0.267
4,20260818,28,permute_both_renormalized,2,early,97,balance_random_pair,500,0,500,4.0,0.55675,0.05674999999999997,0.5298047619047616,0.114,0.307
4,20260818,28,permute_both_renormalized,2,early,97,balance_pressured_pair,500,0,500,4.0,0.57925,0.07925000000000004,0.564290476190476,0.178,0.3375
4,20260818,28,permute_both_renormalized,2,early,97,all_pair_product,500,0,500,4.0,0.666,0.16600000000000004,0.7081666666666661,0.508,0.5395
4,20260818,28,permute_both_renormalized,2,early,97,minimum_max_pressure,500,0,500,4.0,0.59575,0.09575,0.5662952380952376,0.188,0.38883333333333375
4,20260818,28,catalog,2,middle,97,random_order,500,9,491,3.9633401221995928,0.5,0.0,0.4036659877800442,0.0,0.2530549898167006
4,20260818,28,catalog,2,middle,97,balance_only,500,9,491,3.9633401221995928,0.5365750169721655,0.036575016972165475,0.5031471244302189,0.016293279022403257,0.27494908350305497
4,20260818,28,catalog,2,middle,97,balance_random_pair,500,9,491,3.9633401221995928,0.5630515953835709,0.06305159538357086,0.5560614877315483,0.18533604887983707,0.34351663272233535
4,20260818,28,catalog,2,middle,97,balance_pressured_pair,500,9,491,3.9633401221995928,0.5863034623217923,0.08630346232179231,0.5943943361458637,0.2729124236252546,0.37949762389680924
4,20260818,28,catalog,2,middle,97,all_pair_product,500,9,491,3.9633401221995928,0.7282756279701288,0.2282756279701288,0.778998157307729,0.604887983706721,0.6334012219959266
4,20260818,28,catalog,2,middle,97,minimum_max_pressure,500,9,491,3.9633401221995928,0.6186354378818737,0.1186354378818737,0.6104790999903017,0.27494908350305497,0.4419551934826891
4,20260818,28,permute_both_fixed_anchor,2,middle,97,random_order,500,0,500,3.98,0.5,0.0,0.40200000000000347,0.0,0.25166666666666665
4,20260818,28,permute_both_fixed_anchor,2,middle,97,balance_only,500,0,500,3.98,0.5345,0.034499999999999975,0.5026523809523799,0.024,0.27833333333333327
4,20260818,28,permute_both_fixed_anchor,2,middle,97,balance_random_pair,500,0,500,3.98,0.569,0.06899999999999995,0.5554904761904762,0.17,0.3375
4,20260818,28,permute_both_fixed_anchor,2,middle,97,balance_pressured_pair,500,0,500,3.98,0.6108333333333333,0.11083333333333334,0.6082666666666668,0.266,0.3983333333333334
4,20260818,28,permute_both_fixed_anchor,2,middle,97,all_pair_product,500,0,500,3.98,0.7134166666666667,0.2134166666666667,0.7649333333333327,0.596,0.6161666666666666
4,20260818,28,permute_both_fixed_anchor,2,middle,97,minimum_max_pressure,500,0,500,3.98,0.6314166666666667,0.13141666666666674,0.6134523809523811,0.268,0.4466666666666675
4,20260818,28,permute_both_renormalized,2,middle,97,random_order,500,0,500,3.988,0.5,0.0,0.4012000000000035,0.0,0.25099999999999995
4,20260818,28,permute_both_renormalized,2,middle,97,balance_only,500,0,500,3.988,0.5189166666666666,0.01891666666666658,0.48578095238095137,0.01,0.2503333333333333
4,20260818,28,permute_both_renormalized,2,middle,97,balance_random_pair,500,0,500,3.988,0.5583333333333332,0.05833333333333324,0.5361714285714277,0.136,0.306
4,20260818,28,permute_both_renormalized,2,middle,97,balance_pressured_pair,500,0,500,3.988,0.5980833333333333,0.0980833333333333,0.5847714285714282,0.218,0.35883333333333334
4,20260818,28,permute_both_renormalized,2,middle,97,all_pair_product,500,0,500,3.988,0.7215833333333332,0.22158333333333324,0.7696809523809516,0.598,0.615
4,20260818,28,permute_both_renormalized,2,middle,97,minimum_max_pressure,500,0,500,3.988,0.64475,0.14475000000000005,0.6239619047619047,0.274,0.46216666666666734
4,20260818,28,catalog,4,early,97,random_order,500,0,500,16.0,0.5,0.0,0.11764705882352902,0.0,0.0625
4,20260818,28,catalog,4,early,97,balance_only,500,0,500,16.0,0.5721875,0.07218749999999996,0.1883626710038869,0.0,0.07883333333333331
4,20260818,28,catalog,4,early,97,balance_random_pair,500,0,500,16.0,0.550125,0.050124999999999975,0.2065545249715421,0.102,0.08450000000000002
4,20260818,28,catalog,4,early,97,balance_pressured_pair,500,0,500,16.0,0.577875,0.07787500000000003,0.22925401001586215,0.172,0.09683333333333338
4,20260818,28,catalog,4,early,97,all_pair_product,500,0,500,16.0,0.7104375,0.21043750000000006,0.43056158529957567,0.358,0.2666666666666666
4,20260818,28,catalog,4,early,97,minimum_max_pressure,500,0,500,16.0,0.5920625,0.09206250000000005,0.22861835570351927,0.106,0.11977464757464776
4,20260818,28,permute_both_fixed_anchor,4,early,97,random_order,500,0,500,16.0,0.5,0.0,0.11764705882352902,0.0,0.0625
4,20260818,28,permute_both_fixed_anchor,4,early,97,balance_only,500,0,500,16.0,0.5291875,0.029187500000000033,0.16986296438223453,0.0,0.06466666666666683
4,20260818,28,permute_both_fixed_anchor,4,early,97,balance_random_pair,500,0,500,16.0,0.570375,0.07037499999999997,0.20334054449832678,0.1,0.08166666666666668
4,20260818,28,permute_both_fixed_anchor,4,early,97,balance_pressured_pair,500,0,500,16.0,0.581375,0.08137499999999998,0.21477485108836114,0.128,0.08516666666666667
4,20260818,28,permute_both_fixed_anchor,4,early,97,all_pair_product,500,0,500,16.0,0.7430625,0.24306249999999996,0.45762016395758354,0.402,0.29633333333333334
4,20260818,28,permute_both_fixed_anchor,4,early,97,minimum_max_pressure,500,0,500,16.0,0.6445,0.14449999999999996,0.25783921205698557,0.144,0.1429648296148298
4,20260818,28,permute_both_renormalized,4,early,97,random_order,500,0,500,16.0,0.5,0.0,0.11764705882352902,0.0,0.0625
4,20260818,28,permute_both_renormalized,4,early,97,balance_only,500,0,500,16.0,0.5259375,0.025937499999999947,0.16961260316182597,0.0,0.06516666666666683
4,20260818,28,permute_both_renormalized,4,early,97,balance_random_pair,500,0,500,16.0,0.5645,0.0645,0.20161636364508817,0.078,0.08183333333333329
4,20260818,28,permute_both_renormalized,4,early,97,balance_pressured_pair,500,0,500,16.0,0.570125,0.07012499999999999,0.20763050923623658,0.11,0.08033333333333331
4,20260818,28,permute_both_renormalized,4,early,97,all_pair_product,500,0,500,16.0,0.7295625,0.2295625,0.44826614059082287,0.398,0.2893333333333334
4,20260818,28,permute_both_renormalized,4,early,97,minimum_max_pressure,500,0,500,16.0,0.641,0.14100000000000001,0.2645125674015055,0.152,0.15278216783216797
4,20260818,28,catalog,4,middle,97,random_order,500,7,493,15.107505070993914,0.5,0.0,0.12881939978646784,0.0,0.06930495974613621
4,20260818,28,catalog,4,middle,97,balance_only,500,7,493,15.107505070993914,0.578806500294837,0.07880650029483705,0.20496478897795617,0.010141987829614604,0.08908045977011497
4,20260818,28,catalog,4,middle,97,balance_random_pair,500,7,493,15.107505070993914,0.6064645040557819,0.1064645040557819,0.24957083819605147,0.16835699797160245,0.11260833486999822
4,20260818,28,catalog,4,middle,97,balance_pressured_pair,500,7,493,15.107505070993914,0.6351573207049882,0.1351573207049882,0.2910397168898035,0.22515212981744423,0.14604462474645036
4,20260818,28,catalog,4,middle,97,all_pair_product,500,7,493,15.107505070993914,0.8308648163871276,0.3308648163871276,0.5938061054007835,0.5801217038539553,0.42461122379986477
4,20260818,28,catalog,4,middle,97,minimum_max_pressure,500,7,493,15.107505070993914,0.6977520493367346,0.19775204933673463,0.3527644095562354,0.28600405679513186,0.23513159704843287
4,20260818,28,permute_both_fixed_anchor,4,middle,97,random_order,500,0,500,15.41,0.5,0.0,0.12279362108479722,0.0,0.06545823343323344
4,20260818,28,permute_both_fixed_anchor,4,middle,97,balance_only,500,0,500,15.41,0.5678020729270729,0.06780207292707285,0.19645535037735573,0.008,0.08013333333333335
4,20260818,28,permute_both_fixed_anchor,4,middle,97,balance_random_pair,500,0,500,15.41,0.6151831751581751,0.11518317515817511,0.23894515792073598,0.162,0.10563268398268409
4,20260818,28,permute_both_fixed_anchor,4,middle,97,balance_pressured_pair,500,0,500,15.41,0.6677080544455546,0.1677080544455546,0.27970224054710635,0.228,0.12550000000000008
4,20260818,28,permute_both_fixed_anchor,4,middle,97,all_pair_product,500,0,500,15.41,0.8447468573093557,0.3447468573093557,0.6299890555293092,0.626,0.48650000000000004
4,20260818,28,permute_both_fixed_anchor,4,middle,97,minimum_max_pressure,500,0,500,15.41,0.7376230019980019,0.2376230019980019,0.3753285130744343,0.276,0.2553419413919414
4,20260818,28,permute_both_renormalized,4,middle,97,random_order,500,0,500,15.416,0.5,0.0,0.12294149673855526,0.0,0.06556766566766568
4,20260818,28,permute_both_renormalized,4,middle,97,balance_only,500,0,500,15.416,0.5760835289710294,0.07608352897102943,0.20517527933747845,0.01,0.08973333333333323
4,20260818,28,permute_both_renormalized,4,middle,97,balance_random_pair,500,0,500,15.416,0.612258121045621,0.11225812104562105,0.2413214209969039,0.158,0.10861363636363638
4,20260818,28,permute_both_renormalized,4,middle,97,balance_pressured_pair,500,0,500,15.416,0.6695509365634368,0.16955093656343678,0.29083470677375584,0.272,0.14200000000000002
4,20260818,28,permute_both_renormalized,4,middle,97,all_pair_product,500,0,500,15.416,0.8510069139194129,0.35100691391941286,0.6423319160538636,0.644,0.4993333333333333
4,20260818,28,permute_both_renormalized,4,middle,97,minimum_max_pressure,500,0,500,15.416,0.7589924408924404,0.25899244089244045,0.39859408537794766,0.308,0.2842124098124098
4,20260818,28,catalog,8,early,97,random_order,500,0,500,256.0,0.5,0.0,0.007782101167315149,0.0,0.00390625
4,20260818,28,catalog,8,early,97,balance_only,500,0,500,256.0,0.638078125,0.13807812500000005,0.016196873057222696,0.0,0.005664285714285699
4,20260818,28,catalog,8,early,97,balance_random_pair,500,0,500,256.0,0.63001953125,0.13001953125,0.021721697636443292,0.176,0.007566666666666652
4,20260818,28,catalog,8,early,97,balance_pressured_pair,500,0,500,256.0,0.6602578125,0.16025781250000004,0.024166765657362588,0.192,0.008280158730158716
4,20260818,28,catalog,8,early,97,all_pair_product,500,0,500,256.0,0.81584765625,0.31584765625,0.1534222354477374,0.52,0.09352918192918196
4,20260818,28,catalog,8,early,97,minimum_max_pressure,500,0,500,256.0,0.69622265625,0.19622265625000002,0.07152448546243607,0.242,0.0493772221915322
4,20260818,28,permute_both_fixed_anchor,8,early,97,random_order,500,0,500,256.0,0.5,0.0,0.007782101167315149,0.0,0.00390625
4,20260818,28,permute_both_fixed_anchor,8,early,97,balance_only,500,0,500,256.0,0.55680859375,0.056808593750000025,0.014106652210949332,0.0,0.004657142857142845
4,20260818,28,permute_both_fixed_anchor,8,early,97,balance_random_pair,500,0,500,256.0,0.6108125,0.11081249999999998,0.019077392928975027,0.16,0.005849999999999991
4,20260818,28,permute_both_fixed_anchor,8,early,97,balance_pressured_pair,500,0,500,256.0,0.63354296875,0.13354296875000005,0.021179391873361635,0.172,0.006414285714285707
4,20260818,28,permute_both_fixed_anchor,8,early,97,all_pair_product,500,0,500,256.0,0.84701171875,0.34701171875000003,0.2442373338557564,0.588,0.1672277777777778
4,20260818,28,permute_both_fixed_anchor,8,early,97,minimum_max_pressure,500,0,500,256.0,0.7267734375,0.2267734375,0.05064103124477886,0.194,0.0270109569484864
4,20260818,28,permute_both_renormalized,8,early,97,random_order,500,0,500,256.0,0.5,0.0,0.007782101167315149,0.0,0.00390625
4,20260818,28,permute_both_renormalized,8,early,97,balance_only,500,0,500,256.0,0.5666640625,0.06666406250000001,0.014383173776580523,0.0,0.00484285714285713
4,20260818,28,permute_both_renormalized,8,early,97,balance_random_pair,500,0,500,256.0,0.6062890625,0.10628906250000003,0.019444403119120903,0.182,0.006387301587301576
4,20260818,28,permute_both_renormalized,8,early,97,balance_pressured_pair,500,0,500,256.0,0.61296875,0.11296874999999995,0.020265393232840493,0.172,0.006089682539682534
4,20260818,28,permute_both_renormalized,8,early,97,all_pair_product,500,0,500,256.0,0.844984375,0.344984375,0.24422922864392232,0.606,0.1677333333333333
4,20260818,28,permute_both_renormalized,8,early,97,minimum_max_pressure,500,0,500,256.0,0.7181796875,0.21817968750000005,0.054451522705245906,0.19,0.03035760644494624
4,20260818,28,catalog,8,middle,97,random_order,500,0,500,191.146,0.5,0.0,0.01130807327993709,0.0,0.005690354418403615
4,20260818,28,catalog,8,middle,97,balance_only,500,0,500,191.146,0.6617826092207226,0.16178260922072263,0.022494176684161697,0.008,0.009385497303987913
4,20260818,28,catalog,8,middle,97,balance_random_pair,500,0,500,191.146,0.7003712695429336,0.2003712695429336,0.035432154779304725,0.228,0.012751742816708008
4,20260818,28,catalog,8,middle,97,balance_pressured_pair,500,0,500,191.146,0.7306368766862398,0.23063687668623978,0.04374259414944574,0.33,0.016219548199846567
4,20260818,28,catalog,8,middle,97,all_pair_product,500,0,500,191.146,0.9245266062030268,0.42452660620302685,0.43921146488997637,0.772,0.34462023809523806
4,20260818,28,catalog,8,middle,97,minimum_max_pressure,500,0,500,191.146,0.824219475235106,0.32421947523510597,0.13282461883097327,0.418,0.08990918494719813
4,20260818,28,permute_both_fixed_anchor,8,middle,97,random_order,500,0,500,195.362,0.5,0.0,0.010610638212332364,0.0,0.005334937657339783
4,20260818,28,permute_both_fixed_anchor,8,middle,97,balance_only,500,0,500,195.362,0.6189164327560955,0.11891643275609554,0.020755760335422174,0.03,0.008269312957233235
4,20260818,28,permute_both_fixed_anchor,8,middle,97,balance_random_pair,500,0,500,195.362,0.6948074736427942,0.19480747364279416,0.03237865078288157,0.188,0.011600804758388202
4,20260818,28,permute_both_fixed_anchor,8,middle,97,balance_pressured_pair,500,0,500,195.362,0.7387041090357276,0.23870410903572759,0.04153048858754603,0.29,0.016030172831252135
4,20260818,28,permute_both_fixed_anchor,8,middle,97,all_pair_product,500,0,500,195.362,0.9270761671246814,0.42707616712468144,0.48559895944873155,0.786,0.40342923280423276
4,20260818,28,permute_both_fixed_anchor,8,middle,97,minimum_max_pressure,500,0,500,195.362,0.8645279876927314,0.3645279876927314,0.21007712239404633,0.542,0.1621110600991188
4,20260818,28,permute_both_renormalized,8,middle,97,random_order,500,0,500,194.912,0.5,0.0,0.010667012838573913,0.0,0.0053635652541077945
4,20260818,28,permute_both_renormalized,8,middle,97,balance_only,500,0,500,194.912,0.6182371116530105,0.11823711165301054,0.020397986520041454,0.03,0.00801739654616024
4,20260818,28,permute_both_renormalized,8,middle,97,balance_random_pair,500,0,500,194.912,0.69236200799009,0.19236200799008996,0.03227125974560661,0.19,0.011633807097625458
4,20260818,28,permute_both_renormalized,8,middle,97,balance_pressured_pair,500,0,500,194.912,0.7275176773309336,0.22751767733093364,0.03796390189578644,0.256,0.013748172277123277
4,20260818,28,permute_both_renormalized,8,middle,97,all_pair_product,500,0,500,194.912,0.9326326534309248,0.43263265343092483,0.4817989308949654,0.822,0.38872879262381543
4,20260818,28,permute_both_renormalized,8,middle,97,minimum_max_pressure,500,0,500,194.912,0.8726501815498761,0.37265018154987606,0.22945263394495735,0.552,0.18384476888405912
5,20260819,24,catalog,2,early,12,random_order,500,0,500,4.0,0.5,0.0,0.4000000000000035,0.0,0.25
5,20260819,24,catalog,2,early,12,balance_only,500,0,500,4.0,0.53625,0.036250000000000004,0.5011904761904744,0.0,0.276
