order,presentation,block_size,stage,policy,repetitions,mean_states,mean_feasible_candidates,mean_percentile,mean_percentile_minus_random,percentile_effect_ci95_lower,percentile_effect_ci95_upper,mean_reciprocal_rank,mean_top_decile_rate,mean_expected_top1_rate
24,permute_both_renormalized,2,early,all_pair_product,20,500.0,4.0,0.6601625,0.16016249999999999,0.15648718749999999,0.1638,0.6886202380952378,0.4523,0.5078666666666666
24,permute_both_renormalized,2,early,balance_only,20,500.0,4.0,0.5217,0.021700000000000014,0.020262500000000017,0.02311250000000002,0.49022619047618876,0.0,0.2618
24,permute_both_renormalized,2,early,balance_pressured_pair,20,500.0,4.0,0.5611124999999999,0.06111249999999999,0.056462500000000006,0.06619999999999998,0.5439716666666663,0.14720000000000003,0.31072500000000003
24,permute_both_renormalized,2,early,balance_random_pair,20,500.0,4.0,0.5440375,0.0440375,0.040725000000000004,0.04725,0.5172892857142853,0.09500000000000001,0.292925
24,permute_both_renormalized,2,early,minimum_max_pressure,20,500.0,4.0,0.5795375,0.07953750000000001,0.07421250000000001,0.08451249999999999,0.5405849999999998,0.1368,0.3516416666666669
24,permute_both_renormalized,2,early,random_order,20,500.0,4.0,0.5,0.0,0.0,0.0,0.4000000000000036,0.0,0.25
24,permute_both_renormalized,2,middle,all_pair_product,20,499.95,3.9906991983967934,0.7307358884435537,0.2307358884435538,0.22775925329826316,0.23377018203072814,0.7809834693195912,0.6044621242484971,0.6414567468269873
24,permute_both_renormalized,2,middle,balance_only,20,499.95,3.9906991983967934,0.5353065714762859,0.03530657147628595,0.03251953406813632,0.038241770833333404,0.5004935423227393,0.021301803607214433,0.2754927855711422
24,permute_both_renormalized,2,middle,balance_pressured_pair,20,499.95,3.9906991983967934,0.6102809702738811,0.11028097027388113,0.10682263694054776,0.11381019601703408,0.5985831811241528,0.23712344689378756,0.38109542418169673
24,permute_both_renormalized,2,middle,balance_random_pair,20,499.95,3.9906991983967934,0.5721237808951236,0.07212378089512358,0.0677915625,0.07693936310120242,0.5494729859719435,0.14411643286573148,0.32967555110220437
