order,context_length,statistic,variant,comparator,repetitions,mean,standard_deviation,ci95_lower,ci95_upper
24,2,gain_over_fair,hadamard,fair_coin,20,0.001736560853103758,0.0005947963009236426,0.001475618071568368,0.001978322739509262
24,2,gain_over_fair,iid_normalized,fair_coin,20,0.002866244240853422,0.0006797544054552013,0.002584780577337873,0.003163158753024856
24,2,gain_over_fair,permuted_hadamard,fair_coin,20,0.0010252916173369541,0.0007595281506486912,0.0007051236924866472,0.0013582530794785767
24,3,gain_over_fair,balanced_rows,fair_coin,20,0.0043853053343475504,0.001005698922266955,0.003944996989580414,0.004809069401030509
24,3,gain_over_fair,hadamard,fair_coin,20,0.040073494831703624,0.012082408431139606,0.03484804697597018,0.045038349264772966
24,3,gain_over_fair,iid_normalized,fair_coin,20,0.005011516641881752,0.0010810244494191684,0.004534062043329612,0.0054671809306472705
24,3,gain_over_fair,permuted_hadamard,fair_coin,20,0.00396956583438744,0.0010414784985139749,0.003518821333820283,0.004410201049837323
24,4,gain_over_fair,balanced_rows,fair_coin,20,0.010854399204203852,0.001437199783448318,0.010244323088458067,0.011451598626396093
24,4,gain_over_fair,hadamard,fair_coin,20,0.05111083099420162,0.008080302660317895,0.047485256247600936,0.054392667939128655
24,4,gain_over_fair,iid_normalized,fair_coin,20,0.008172323269412734,0.001087845538706115,0.00770115496575252,0.008643951484026016
24,4,gain_over_fair,permuted_hadamard,fair_coin,20,0.010625608246997953,0.0013236627106687868,0.010076504343587006,0.011205702081513155
24,5,gain_over_fair,balanced_rows,fair_coin,20,0.01879007533663556,0.001816826375557595,0.018011951717770713,0.01955863317077133
24,5,gain_over_fair,hadamard,fair_coin,20,0.09042885377878485,0.010883357487829105,0.08596004178152626,0.09507592546035828
24,5,gain_over_fair,iid_normalized,fair_coin,20,0.011320206948822843,0.0017074145526974596,0.010541688027154803,0.012009065339291762
24,5,gain_over_fair,permuted_hadamard,fair_coin,20,0.018414043156489257,0.0016881341794864955,0.017705218617392597,0.01916592724505541
24,6,gain_over_fair,balanced_rows,fair_coin,20,0.026213035045496314,0.0026002017250060776,0.02512235592666592,0.027330068885352186
24,6,gain_over_fair,hadamard,fair_coin,20,0.09122964315867489,0.011809630988570647,0.08604977899985683,0.09612448663095756
24,6,gain_over_fair,iid_normalized,fair_coin,20,0.01494198839624623,0.0014440336754998628,0.014315494404171172,0.015533616747124196
24,6,gain_over_fair,permuted_hadamard,fair_coin,20,0.026209690805643608,0.0019145379319917557,0.025385936079127137,0.027010091537577757
24,7,gain_over_fair,balanced_rows,fair_coin,20,0.03168626154019556,0.0028269592301402692,0.030483943575401993,0.032865588650616645
24,7,gain_over_fair,hadamard,fair_coin,20,0.15249982609128834,0.019230247770772264,0.14416799215444306,0.1605203809485314
24,7,gain_over_fair,iid_normalized,fair_coin,20,0.017367404444292724,0.0013802898068519744,0.01675821249053965,0.017932410504691406
24,7,gain_over_fair,permuted_hadamard,fair_coin,20,0.032338830697110015,0.0015038810491468607,0.031682469982576046,0.03296979553934897
24,8,gain_over_fair,balanced_rows,fair_coin,20,0.03257288579764202,0.0033580477389905414,0.0310886339484926,0.033955866895314886
24,8,gain_over_fair,hadamard,fair_coin,20,0.16572549088441907,0.01931592127392995,0.15742916798278705,0.17388269473121082
24,8,gain_over_fair,iid_normalized,fair_coin,20,0.016958634076364925,0.0022367854408623243,0.016017211976624555,0.01792593631233383
24,8,gain_over_fair,permuted_hadamard,fair_coin,20,0.03344337565852452,0.0020914133984377714,0.03247973280327895,0.03431018539073075
24,9,gain_over_fair,balanced_rows,fair_coin,20,0.028576360515590333,0.0035406852151749794,0.027038014259764778,0.030032613657431952
24,9,gain_over_fair,hadamard,fair_coin,20,0.20099334802848898,0.026488604532002528,0.18965902278591226,0.21201485086253047
24,9,gain_over_fair,iid_normalized,fair_coin,20,0.010456578365751108,0.003096238251872572,0.009127402049233816,0.011766841220583593
24,9,gain_over_fair,permuted_hadamard,fair_coin,20,0.027982465103368777,0.003428400778231319,0.026497391479976137,0.029432259368280842
24,10,gain_over_fair,balanced_rows,fair_coin,20,0.014870637681546627,0.004849281138675782,0.01273681895703763,0.016860156560499953
24,10,gain_over_fair,hadamard,fair_coin,20,0.21830995051984922,0.027158713733364325,0.20703898150774658,0.22996654765724622
