order,variant,configuration,train_matrices,test_matrices,context_length,alpha,reset_at_row_boundary,exclude_first_row,exclude_first_column,train_observations,test_observations,contexts_seen,test_unseen_context_rate,train_log_loss,test_log_loss,test_fair_log_loss,test_marginal_log_loss,train_accuracy,test_accuracy,train_mle_log_loss,train_epsilon_max,train_epsilon_avg,test_epsilon_max,test_epsilon_avg,fair_log_loss_constant
28,hadamard,reset_at_row_boundary,390,97,2,0.5,True,False,False,283920,70616,4,0.0,0.6909854553825617,0.6910844209590811,0.6931471805599453,0.6931471805599453,0.5328402366863906,0.5320890449756429,0.6909854553821281,0.0341538461538462,0.03284023668639054,0.033372606774668634,0.032089044975642904,0.6931471805599453
28,hadamard,reset_at_row_boundary,390,97,3,0.5,True,False,False,273000,67900,8,0.0,0.678794272297716,0.6789620998678256,0.6931471805599453,0.6931471805599453,0.5753992673992674,0.5746686303387334,0.678794272285165,0.1237844355324893,0.0753992673992674,0.12428782443553488,0.07466863033873343,0.6931471805599453
28,hadamard,reset_at_row_boundary,390,97,4,0.5,True,False,False,262080,65184,16,0.0,0.6462934585838388,0.646231161171654,0.6931471805599453,0.6931471805599453,0.6165025946275946,0.6164856406480118,0.6462934583510963,0.2980859608647355,0.11650259462759463,0.30000000000000004,0.11648564064801178,0.6931471805599453
28,hadamard,reset_at_row_boundary,390,97,5,0.5,True,False,False,251160,62468,32,0.0,0.6250819403745131,0.6251874869664078,0.6931471805599453,0.6931471805599453,0.6483476668259277,0.6498367163987961,0.625081937218613,0.43265682656826565,0.1483476668259277,0.415651358950328,0.14983671639879617,0.6931471805599453
28,hadamard,reset_at_row_boundary,390,97,6,0.5,True,False,False,240240,59752,64,0.0,0.6092721670598852,0.6094145694225983,0.6931471805599453,0.6931471805599453,0.6591117216117216,0.6605636631409827,0.6092720435464256,0.49068585944115156,0.1591117216117216,0.49153976311336717,0.16056366314098272,0.6931471805599453
28,hadamard,reset_at_row_boundary,390,97,7,0.5,True,False,False,229320,57036,128,0.0,0.58073498751124,0.5807430005006247,0.6931471805599453,0.6931471805599453,0.6811006453863597,0.6821831825513711,0.5807259646124922,0.5,0.18110064538635967,0.5,0.18251630549126868,0.6931471805599453
28,hadamard,reset_at_row_boundary,390,97,8,0.5,True,False,False,218400,54320,252,0.0,0.5517936223285669,0.5544631122844474,0.6931471805599452,0.6931471805599452,0.7008882783882784,0.7012886597938144,0.5517152252060668,0.5,0.20088827838827839,0.5,0.20312960235640648,0.6931471805599453
28,permuted_hadamard,full_row_major,390,97,1,0.5,False,False,False,305370,75951,2,0.0,0.6925517306277719,0.6925518835266916,0.6931471805599453,0.6925525323607296,0.5172413793103449,0.5172413793103449,0.6925517306277463,0.017897167696800942,0.017241379310344838,0.017834708035177838,0.017241379310344827,0.6931471805599453
28,permuted_hadamard,full_row_major,390,97,2,0.5,False,False,False,304980,75854,4,0.0,0.6919539136249133,0.6917729088090374,0.6931471805599453,0.6925943612096279,0.5177388681224998,0.5203285258522952,0.6919539136247007,0.0377137535978328,0.017738868122499824,0.03970504821327281,0.020328525852295186,0.6931471805599453
28,permuted_hadamard,full_row_major,390,97,3,0.5,False,False,False,304590,75757,8,0.0,0.6902057338148553,0.690219916572569,0.6931471805599453,0.6926347651934465,0.5318099740634952,0.5299180273770081,0.6902057338128635,0.0745707163958641,0.03180997406349519,0.07457799096024353,0.029918027377008043,0.6931471805599453
28,permuted_hadamard,full_row_major,390,97,4,0.5,False,False,False,304200,75660,16,0.0,0.6870831590440551,0.6872984921963986,0.6931471805599453,0.6926737330566546,0.5366337935568705,0.534588950568332,0.6870831590293892,0.15269292604501605,0.03663379355687048,0.14920456371524993,0.03704731694422416,0.6931471805599453
28,permuted_hadamard,full_row_major,390,97,5,0.5,False,False,False,303810,75563,32,0.0,0.6830803931252336,0.6827768417661597,0.6931471805599453,0.6927112534520902,0.5449590204404068,0.5443669520797215,0.6830803930422913,0.250924100542139,0.04495902044040683,0.25514250309789344,0.04436695207972156,0.6931471805599453
